scope,metric,n,eligible_papers,mean,median,q1,q3,min,max,paper_normalized_mean,paper_normalized_median,conference_equal_paper_normalized_mean
module=results/5.1,table_rows,1,1,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0
module=results/5.1,table_columns,1,1,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
module=results/5.1,table_header_levels,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
module=results/5.1,table_row_groups,1,1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
module=results/5.1,decimal_precision,1,1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
module=results/5.1–5.3,caption_words,1,1,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0
module=results/5.1–5.3,panels,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
module=results/5.1–5.3,font_size_min,1,1,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
module=results/5.1–5.3,font_size_median,1,1,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
module=results/5.1–5.3,font_size_max,1,1,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
module=results/5.1–5.3,table_rows,1,1,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0
module=results/5.1–5.3,table_columns,1,1,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
module=results/5.1–5.3,table_header_levels,1,1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
module=results/5.1–5.3,table_row_groups,1,1,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
module=results/5.1–5.3,decimal_precision,1,1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
module=results/5.3,caption_words,1,1,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0
module=results/5.3,panels,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
module=results/5.3,font_size_min,1,1,6.7,6.7,6.7,6.7,6.7,6.7,6.7,6.7,6.7
module=results/5.3,font_size_median,1,1,6.7,6.7,6.7,6.7,6.7,6.7,6.7,6.7,6.7
module=results/5.3,font_size_max,1,1,6.7,6.7,6.7,6.7,6.7,6.7,6.7,6.7,6.7
module=results/5.3,table_rows,1,1,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0
module=results/5.3,table_columns,1,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
module=results/5.3,table_header_levels,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
module=results/5.3,table_row_groups,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
module=results/5.3,decimal_precision,1,1,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
module=results/5.4,caption_words,1,1,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0
module=results/5.4,panels,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
module=results/5.4,font_size_min,1,1,6.7,6.7,6.7,6.7,6.7,6.7,6.7,6.7,6.7
module=results/5.4,font_size_median,1,1,6.7,6.7,6.7,6.7,6.7,6.7,6.7,6.7,6.7
module=results/5.4,font_size_max,1,1,6.7,6.7,6.7,6.7,6.7,6.7,6.7,6.7,6.7
module=results/5.4,table_rows,1,1,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0
module=results/5.4,table_columns,1,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
module=results/5.4,table_header_levels,1,1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
module=results/5.4,table_row_groups,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
module=results/5.4,decimal_precision,1,1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
module=results/7.1,caption_words,1,1,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
module=results/7.1,panels,1,1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
module=results/7.1,series,1,1,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
module=results/7.1,legend_items,1,1,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
module=results/7.1,annotations,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
module=results/7.1,data_marks_estimate,1,1,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0
module=results/7.1,complexity,1,1,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
module=results/7.1,font_size_min,1,1,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
module=results/7.1,font_size_median,1,1,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5
module=results/7.1,font_size_max,1,1,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5
module=results/7.1,color_count,1,1,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
module=results/7.1,marker_types,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
module=results/7.1,line_styles,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
module=results/7.1,reference_lines,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
module=results/7.1,line_width_pt,1,1,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2
module=results/7.2,caption_words,2,1,69.5,69.5,56.75,82.25,44.0,95.0,69.5,69.5,69.5
module=results/7.2,panels,2,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
module=results/7.2,font_size_min,2,1,8.7,8.7,8.7,8.7,8.7,8.7,8.7,8.7,8.7
module=results/7.2,font_size_median,2,1,8.7,8.7,8.7,8.7,8.7,8.7,8.7,8.7,8.7
module=results/7.2,font_size_max,2,1,8.7,8.7,8.7,8.7,8.7,8.7,8.7,8.7,8.7
module=results/7.2,table_rows,2,1,4.5,4.5,3.25,5.75,2.0,7.0,4.5,4.5,4.5
module=results/7.2,table_columns,2,1,7.5,7.5,6.75,8.25,6.0,9.0,7.5,7.5,7.5
module=results/7.2,table_header_levels,2,1,1.5,1.5,1.25,1.75,1.0,2.0,1.5,1.5,1.5
module=results/7.2,table_row_groups,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
module=results/7.2,decimal_precision,2,1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
module=results/AgentBenchPlus performance,caption_words,1,1,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0
module=results/AgentBenchPlus performance,panels,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
module=results/AgentBenchPlus performance,font_size_min,1,1,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2
module=results/AgentBenchPlus performance,font_size_median,1,1,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2
module=results/AgentBenchPlus performance,font_size_max,1,1,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
module=results/AgentBenchPlus performance,table_rows,1,1,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0
module=results/AgentBenchPlus performance,table_columns,1,1,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
module=results/AgentBenchPlus performance,table_header_levels,1,1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
module=results/AgentBenchPlus performance,table_row_groups,1,1,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
module=results/AgentGymPlus performance,caption_words,1,1,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0
module=results/AgentGymPlus performance,panels,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
module=results/AgentGymPlus performance,font_size_min,1,1,6.9,6.9,6.9,6.9,6.9,6.9,6.9,6.9,6.9
module=results/AgentGymPlus performance,font_size_median,1,1,6.9,6.9,6.9,6.9,6.9,6.9,6.9,6.9,6.9
module=results/AgentGymPlus performance,font_size_max,1,1,7.7,7.7,7.7,7.7,7.7,7.7,7.7,7.7,7.7
module=results/AgentGymPlus performance,table_rows,1,1,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0
module=results/AgentGymPlus performance,table_columns,1,1,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0
module=results/AgentGymPlus performance,table_header_levels,1,1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
module=results/AgentGymPlus performance,table_row_groups,1,1,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
module=results/ablation,caption_words,2,2,42.0,42.0,34.5,49.5,27.0,57.0,42.0,42.0,42.0
module=results/ablation,panels,2,2,3.5,3.5,2.25,4.75,1.0,6.0,3.5,3.5,3.5
module=results/ablation,series,1,1,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
module=results/ablation,legend_items,1,1,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
module=results/ablation,annotations,1,1,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
module=results/ablation,complexity,1,1,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
module=results/ablation,font_size_min,2,2,6.4,6.4,6.2,6.6,6.0,6.8,6.4,6.4,6.4
module=results/ablation,font_size_median,2,2,6.9,6.9,6.85,6.95,6.8,7.0,6.9,6.9,6.9
module=results/ablation,font_size_max,2,2,8.5,8.5,7.75,9.25,7.0,10.0,8.5,8.5,8.5
module=results/ablation,color_count,1,1,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
module=results/ablation,line_styles,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
module=results/ablation,reference_lines,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
module=results/ablation,line_width_pt,1,1,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
module=results/ablation,table_rows,1,1,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
module=results/ablation,table_columns,1,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
module=results/ablation,table_header_levels,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
module=results/ablation,table_row_groups,1,1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
module=results/ablation,decimal_precision,1,1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
module=results/case_study,caption_words,1,1,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0
module=results/case_study,panels,1,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
module=results/case_study,series,1,1,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
module=results/case_study,legend_items,1,1,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
module=results/case_study,annotations,1,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
module=results/case_study,data_marks_estimate,1,1,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0
module=results/case_study,complexity,1,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
module=results/case_study,font_size_min,1,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
module=results/case_study,font_size_median,1,1,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
module=results/case_study,font_size_max,1,1,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
module=results/case_study,color_count,1,1,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
module=results/case_study,marker_types,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
module=results/case_study,line_styles,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
module=results/case_study,reference_lines,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
module=results/case_study,line_width_pt,1,1,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
module=results/efficiency,caption_words,1,1,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0
module=results/efficiency,panels,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
module=results/efficiency,font_size_min,1,1,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
module=results/efficiency,font_size_median,1,1,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
module=results/efficiency,font_size_max,1,1,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
module=results/efficiency,table_rows,1,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
module=results/efficiency,table_columns,1,1,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0
module=results/efficiency,table_header_levels,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
module=results/efficiency,table_row_groups,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
module=results/efficiency,decimal_precision,1,1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
module=results/failure_analysis,caption_words,1,1,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0
module=results/failure_analysis,panels,1,1,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
module=results/failure_analysis,series,1,1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
module=results/failure_analysis,legend_items,1,1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
module=results/failure_analysis,annotations,1,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
module=results/failure_analysis,data_marks_estimate,1,1,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0
module=results/failure_analysis,complexity,1,1,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
module=results/failure_analysis,font_size_min,1,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
module=results/failure_analysis,font_size_median,1,1,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
module=results/failure_analysis,font_size_max,1,1,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
module=results/failure_analysis,color_count,1,1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
module=results/failure_analysis,marker_types,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
module=results/failure_analysis,line_styles,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
module=results/failure_analysis,reference_lines,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
module=results/failure_analysis,line_width_pt,1,1,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
module=results/interface reliance AgentBenchPlus,caption_words,1,1,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0
module=results/interface reliance AgentBenchPlus,panels,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
module=results/interface reliance AgentBenchPlus,font_size_min,1,1,7.6,7.6,7.6,7.6,7.6,7.6,7.6,7.6,7.6
module=results/interface reliance AgentBenchPlus,font_size_median,1,1,7.6,7.6,7.6,7.6,7.6,7.6,7.6,7.6,7.6
module=results/interface reliance AgentBenchPlus,font_size_max,1,1,8.2,8.2,8.2,8.2,8.2,8.2,8.2,8.2,8.2
module=results/interface reliance AgentBenchPlus,table_rows,1,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
module=results/interface reliance AgentBenchPlus,table_columns,1,1,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
module=results/interface reliance AgentBenchPlus,table_header_levels,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
module=results/interface reliance AgentBenchPlus,table_row_groups,1,1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
module=results/interface reliance AgentBenchPlus,decimal_precision,1,1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
module=results/interface reliance AgentGymPlus,caption_words,1,1,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0
module=results/interface reliance AgentGymPlus,panels,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
module=results/interface reliance AgentGymPlus,font_size_min,1,1,7.3,7.3,7.3,7.3,7.3,7.3,7.3,7.3,7.3
module=results/interface reliance AgentGymPlus,font_size_median,1,1,7.3,7.3,7.3,7.3,7.3,7.3,7.3,7.3,7.3
module=results/interface reliance AgentGymPlus,font_size_max,1,1,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
module=results/interface reliance AgentGymPlus,table_rows,1,1,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
module=results/interface reliance AgentGymPlus,table_columns,1,1,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
module=results/interface reliance AgentGymPlus,table_header_levels,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
module=results/interface reliance AgentGymPlus,table_row_groups,1,1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
module=results/interface reliance AgentGymPlus,decimal_precision,1,1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
module=results/mechanism,caption_words,3,1,11.0,8.0,7.0,13.5,6.0,19.0,11.0,11.0,11.0
module=results/mechanism,panels,3,1,2.333333,3.0,2.0,3.0,1.0,3.0,2.333333,2.333333,2.333333
module=results/mechanism,series,3,1,1.666667,2.0,1.5,2.0,1.0,2.0,1.666667,1.666667,1.666667
module=results/mechanism,legend_items,3,1,3.666667,5.0,2.5,5.5,0.0,6.0,3.666667,3.666667,3.666667
module=results/mechanism,annotations,3,1,5.0,3.0,1.5,7.5,0.0,12.0,5.0,5.0,5.0
module=results/mechanism,data_marks_estimate,1,1,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0
module=results/mechanism,complexity,3,1,2.666667,3.0,2.5,3.0,2.0,3.0,2.666667,2.666667,2.666667
module=results/mechanism,font_size_min,3,1,3.6,3.5,3.5,3.65,3.5,3.8,3.6,3.6,3.6
module=results/mechanism,font_size_median,3,1,5.066667,5.0,5.0,5.1,5.0,5.2,5.066667,5.066667,5.066667
module=results/mechanism,font_size_max,3,1,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5
module=results/mechanism,color_count,3,1,3.333333,4.0,3.0,4.0,2.0,4.0,3.333333,3.333333,3.333333
module=results/mechanism,marker_types,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
module=results/mechanism,line_styles,3,1,1.333333,1.0,1.0,1.5,1.0,2.0,1.333333,1.333333,1.333333
module=results/mechanism,reference_lines,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
module=results/mechanism,line_width_pt,3,1,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
module=results/method motivation,caption_words,1,1,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0
module=results/method motivation,panels,1,1,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
module=results/method motivation,series,1,1,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
module=results/method motivation,legend_items,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
module=results/method motivation,annotations,1,1,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
module=results/method motivation,complexity,1,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
module=results/method motivation,font_size_min,1,1,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
module=results/method motivation,font_size_median,1,1,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
module=results/method motivation,font_size_max,1,1,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
module=results/method motivation,color_count,1,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
module=results/method motivation,marker_types,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
module=results/method motivation,line_styles,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
module=results/method motivation,reference_lines,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
module=results/method motivation,line_width_pt,1,1,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
module=results/qualitative,caption_words,1,1,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
module=results/qualitative,panels,1,1,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
module=results/qualitative,series,1,1,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
module=results/qualitative,legend_items,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
module=results/qualitative,annotations,1,1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
module=results/qualitative,complexity,1,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
module=results/qualitative,font_size_min,1,1,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3
module=results/qualitative,font_size_median,1,1,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3
module=results/qualitative,font_size_max,1,1,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3
module=results/qualitative,color_count,1,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
module=results/qualitative,marker_types,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
module=results/qualitative,line_styles,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
module=results/qualitative,reference_lines,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
module=results/section 3.1-3.2,caption_words,1,1,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0
module=results/section 3.1-3.2,panels,1,1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
module=results/section 3.1-3.2,series,1,1,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
module=results/section 3.1-3.2,legend_items,1,1,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
module=results/section 3.1-3.2,annotations,1,1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
module=results/section 3.1-3.2,data_marks_estimate,1,1,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0
module=results/section 3.1-3.2,complexity,1,1,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
module=results/section 3.1-3.2,font_size_min,1,1,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5
module=results/section 3.1-3.2,font_size_median,1,1,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
module=results/section 3.1-3.2,font_size_max,1,1,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
module=results/section 3.1-3.2,color_count,1,1,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
module=results/section 3.1-3.2,marker_types,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
module=results/section 3.1-3.2,line_styles,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
module=results/section 3.1-3.2,reference_lines,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
module=results/section 3.1-3.2,line_width_pt,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
module=results/section 3.3,caption_words,2,1,120.5,120.5,113.75,127.25,107.0,134.0,120.5,120.5,120.5
module=results/section 3.3,panels,2,1,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
module=results/section 3.3,series,2,1,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
module=results/section 3.3,legend_items,2,1,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
module=results/section 3.3,annotations,2,1,13.5,13.5,11.25,15.75,9.0,18.0,13.5,13.5,13.5
module=results/section 3.3,data_marks_estimate,2,1,234.0,234.0,211.5,256.5,189.0,279.0,234.0,234.0,234.0
module=results/section 3.3,complexity,2,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
module=results/section 3.3,font_size_min,2,1,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5
module=results/section 3.3,font_size_median,2,1,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
module=results/section 3.3,font_size_max,2,1,11.5,11.5,10.75,12.25,10.0,13.0,11.5,11.5,11.5
module=results/section 3.3,color_count,2,1,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
module=results/section 3.3,marker_types,2,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
module=results/section 3.3,line_styles,2,1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
module=results/section 3.3,reference_lines,2,1,13.5,13.5,11.25,15.75,9.0,18.0,13.5,13.5,13.5
module=results/section 3.3,line_width_pt,2,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
module=results/section 4,caption_words,1,1,142.0,142.0,142.0,142.0,142.0,142.0,142.0,142.0,142.0
module=results/section 4,panels,1,1,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
module=results/section 4,series,1,1,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
module=results/section 4,legend_items,1,1,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
module=results/section 4,annotations,1,1,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
module=results/section 4,data_marks_estimate,1,1,450.0,450.0,450.0,450.0,450.0,450.0,450.0,450.0,450.0
module=results/section 4,complexity,1,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
module=results/section 4,font_size_min,1,1,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5
module=results/section 4,font_size_median,1,1,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
module=results/section 4,font_size_max,1,1,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
module=results/section 4,color_count,1,1,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
module=results/section 4,marker_types,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
module=results/section 4,line_styles,1,1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
module=results/section 4,reference_lines,1,1,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
module=results/section 4,line_width_pt,1,1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
module=results/weight mixtures,caption_words,1,1,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0
module=results/weight mixtures,panels,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
module=results/weight mixtures,font_size_min,1,1,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5
module=results/weight mixtures,font_size_median,1,1,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5
module=results/weight mixtures,font_size_max,1,1,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5
module=results/weight mixtures,table_rows,1,1,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
