scope,metric,n,eligible_papers,mean,median,q1,q3,min,max,paper_normalized_mean,paper_normalized_median,conference_equal_paper_normalized_mean
all,caption_words,5400,247,31.762963,23.0,12.0,44.0,0.0,276.0,34.300445,30.25,34.529685
all,panels,5400,247,2.672593,1.0,1.0,3.0,1.0,112.0,2.716522,2.1,2.717293
all,series,2113,238,5.19877,4.0,2.0,6.0,0.0,64.0,4.338219,3.788889,4.359751
all,legend_items,3030,245,2.319802,1.0,0.0,4.0,0.0,45.0,2.463692,2.133333,2.4827
all,annotations,3060,246,14.175817,7.0,2.0,14.0,0.0,2500.0,14.480794,9.583333,14.935232
all,data_marks_estimate,2536,242,824.167981,46.0,20.0,130.0,0.0,189728.0,991.035405,70.5,1097.61585
all,complexity,3071,246,3.521003,3.0,3.0,4.0,1.0,5.0,3.539113,3.6,3.539599
all,font_size_min,5399,247,6.522914,6.0,5.5,7.55,0.785,14.0,6.711853,6.653846,6.729285
all,font_size_median,5399,247,7.685821,8.0,7.0,8.0,1.635,18.0,7.847887,7.847826,7.878076
all,font_size_max,5394,247,9.512499,9.0,8.0,10.0,4.7,26.0,9.597699,9.381182,9.649952
all,color_count,3071,246,6.044611,5.0,4.0,7.0,0.0,256.0,6.052696,5.279221,5.956238
all,marker_types,2170,234,1.185253,1.0,0.0,1.0,0.0,13.0,1.091185,0.8,1.105212
all,line_styles,2949,246,1.467616,1.0,0.0,2.0,0.0,9.0,1.219447,1.166667,1.240008
all,reference_lines,3050,246,0.386557,0.0,0.0,0.0,0.0,60.0,0.430506,0.085145,0.458622
all,line_width_pt,2394,242,1.080234,1.0,0.8,1.2,0.0,6.0,1.058268,1.0,1.064652
all,table_rows,2319,237,9.603708,6.0,4.0,12.0,1.0,188.0,9.290987,8.0,9.331275
all,table_columns,2328,237,6.458763,5.0,4.0,8.0,1.0,61.0,6.258729,6.0,6.208197
all,table_header_levels,2328,237,1.346649,1.0,1.0,2.0,0.0,3.0,1.346074,1.3,1.347139
all,table_row_groups,2312,237,1.602941,1.0,0.0,2.0,0.0,80.0,1.64835,1.5,1.645358
all,decimal_precision,1752,222,1.908676,2.0,1.0,2.0,0.0,6.0,1.909469,2.0,1.913158
kind=figure,caption_words,3071,246,36.544448,28.0,14.0,51.0,0.0,276.0,40.617273,37.596154,41.022726
kind=figure,panels,3071,246,3.941062,2.0,1.0,4.0,1.0,112.0,3.908378,3.0,3.898872
kind=figure,series,2113,238,5.19877,4.0,2.0,6.0,0.0,64.0,4.338219,3.788889,4.359751
kind=figure,legend_items,3030,245,2.319802,1.0,0.0,4.0,0.0,45.0,2.463692,2.133333,2.4827
kind=figure,annotations,3060,246,14.175817,7.0,2.0,14.0,0.0,2500.0,14.480794,9.583333,14.935232
kind=figure,data_marks_estimate,2536,242,824.167981,46.0,20.0,130.0,0.0,189728.0,991.035405,70.5,1097.61585
kind=figure,complexity,3071,246,3.521003,3.0,3.0,4.0,1.0,5.0,3.539113,3.6,3.539599
kind=figure,font_size_min,3070,246,5.673968,5.5,5.0,6.0,0.785,14.0,5.823327,5.959064,5.846746
kind=figure,font_size_median,3070,246,7.719093,8.0,7.0,8.0,1.635,18.0,7.817192,7.922619,7.84234
kind=figure,font_size_max,3070,246,10.664214,10.0,9.5,11.0,4.7,26.0,10.71818,10.25,10.762626
kind=figure,color_count,3071,246,6.044611,5.0,4.0,7.0,0.0,256.0,6.052696,5.279221,5.956238
kind=figure,marker_types,2170,234,1.185253,1.0,0.0,1.0,0.0,13.0,1.091185,0.8,1.105212
kind=figure,line_styles,2949,246,1.467616,1.0,0.0,2.0,0.0,9.0,1.219447,1.166667,1.240008
kind=figure,reference_lines,3050,246,0.386557,0.0,0.0,0.0,0.0,60.0,0.430506,0.085145,0.458622
kind=figure,line_width_pt,2394,242,1.080234,1.0,0.8,1.2,0.0,6.0,1.058268,1.0,1.064652
kind=table,caption_words,2329,237,25.458137,19.0,11.0,34.0,0.0,174.0,26.288382,23.25,26.333823
kind=table,panels,2329,237,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
kind=table,font_size_min,2329,237,7.641964,8.0,6.8,8.5,4.2,10.909,7.964498,8.0,7.991749
kind=table,font_size_median,2329,237,7.641964,8.0,6.8,8.5,4.2,10.909,7.964498,8.0,7.991749
kind=table,font_size_max,2324,237,7.991085,8.0,7.2,8.5,4.7,11.5,8.256816,8.416667,8.286505
kind=table,table_rows,2319,237,9.603708,6.0,4.0,12.0,1.0,188.0,9.290987,8.0,9.331275
kind=table,table_columns,2328,237,6.458763,5.0,4.0,8.0,1.0,61.0,6.258729,6.0,6.208197
kind=table,table_header_levels,2328,237,1.346649,1.0,1.0,2.0,0.0,3.0,1.346074,1.3,1.347139
kind=table,table_row_groups,2312,237,1.602941,1.0,0.0,2.0,0.0,80.0,1.64835,1.5,1.645358
kind=table,decimal_precision,1752,222,1.908676,2.0,1.0,2.0,0.0,6.0,1.909469,2.0,1.913158
placement=main,caption_words,2044,247,38.522994,31.0,16.0,53.0,0.0,220.0,41.541312,38.2,41.884709
placement=main,panels,2044,247,2.364481,1.0,1.0,3.0,1.0,44.0,2.389889,2.076923,2.391298
placement=main,series,880,234,4.542045,4.0,2.0,5.0,0.0,64.0,4.495423,4.0,4.486596
placement=main,legend_items,1249,243,2.623699,2.0,0.0,4.0,0.0,30.0,2.685253,2.4,2.696595
placement=main,annotations,1266,244,11.673776,8.0,3.0,16.0,0.0,160.0,11.459722,10.25,11.447994
placement=main,data_marks_estimate,1082,236,587.843808,32.0,16.0,90.0,0.0,120000.0,776.862712,52.107143,895.94162
placement=main,complexity,1269,244,3.538219,4.0,3.0,4.0,1.0,5.0,3.524219,3.527778,3.522744
placement=main,font_size_min,2044,247,6.502584,6.0,5.5,7.5,1.282,14.0,6.541469,6.56,6.560071
placement=main,font_size_median,2044,247,7.787361,8.0,7.0,8.5,4.0,18.0,7.861733,7.833333,7.888416
placement=main,font_size_max,2044,247,9.758605,9.5,8.5,10.5,4.7,26.0,9.845381,9.6,9.876531
placement=main,color_count,1269,244,6.529551,6.0,4.0,8.0,0.0,256.0,6.416744,5.763889,6.321594
placement=main,marker_types,941,227,0.982997,0.0,0.0,1.0,0.0,13.0,1.163551,1.0,1.167051
placement=main,line_styles,1243,244,1.335479,1.0,1.0,2.0,0.0,5.0,1.371011,1.333333,1.376365
placement=main,reference_lines,1260,244,0.340476,0.0,0.0,0.0,0.0,28.0,0.386232,0.0,0.403632
placement=main,line_width_pt,1066,240,1.055469,1.0,0.8,1.1,0.2,6.0,1.092974,1.0,1.096179
placement=main,table_rows,775,213,8.588387,6.0,4.0,11.0,1.0,60.0,8.693968,7.5,8.592573
placement=main,table_columns,775,213,7.233548,6.0,5.0,9.0,2.0,27.0,7.213834,7.0,7.155954
placement=main,table_header_levels,775,213,1.483871,1.0,1.0,2.0,0.0,3.0,1.496577,1.5,1.496322
placement=main,table_row_groups,772,213,1.677461,2.0,0.0,3.0,0.0,10.0,1.688676,1.666667,1.671372
placement=main,decimal_precision,652,190,1.904908,2.0,1.0,2.0,0.0,5.0,1.897926,2.0,1.900553
placement=appendix,caption_words,3356,240,27.645709,18.5,11.0,38.0,0.0,276.0,28.908751,24.666667,28.958035
placement=appendix,panels,3356,240,2.86025,1.0,1.0,2.0,1.0,112.0,2.959413,2.0,2.987512
placement=appendix,series,1233,197,5.667478,4.0,2.0,6.0,0.0,42.0,4.037331,3.333333,4.081694
placement=appendix,legend_items,1781,217,2.106682,0.0,0.0,3.0,0.0,45.0,2.279704,2.0,2.313945
placement=appendix,annotations,1794,219,15.941472,5.0,0.25,12.0,0.0,2500.0,19.336599,8.0,20.725839
placement=appendix,data_marks_estimate,1454,203,1000.029574,64.0,20.0,180.0,0.0,189728.0,960.437708,71.666667,1002.674899
placement=appendix,complexity,1802,219,3.508879,3.0,3.0,4.0,1.0,5.0,3.567611,3.6,3.576163
placement=appendix,font_size_min,3355,240,6.535301,6.0,5.5,8.0,0.785,13.0,6.861333,6.654762,6.878049
placement=appendix,font_size_median,3355,240,7.623959,8.0,7.0,8.0,1.635,16.0,7.871855,7.873214,7.900811
placement=appendix,font_size_max,3350,240,9.362338,9.0,8.0,10.0,4.7,26.0,9.506618,9.282545,9.569589
placement=appendix,color_count,1802,219,5.703108,5.0,3.0,6.0,0.0,256.0,5.673258,4.6,5.537307
placement=appendix,marker_types,1229,193,1.340114,1.0,0.0,1.0,0.0,13.0,0.896181,0.5,0.899518
placement=appendix,line_styles,1706,216,1.563892,1.0,0.0,2.0,0.0,9.0,1.034085,1.0,1.064034
placement=appendix,reference_lines,1790,218,0.418994,0.0,0.0,0.0,0.0,60.0,0.484945,0.0,0.530215
placement=appendix,line_width_pt,1328,199,1.100113,1.0,0.8,1.2,0.0,4.0,1.03925,1.0,1.049878
placement=appendix,table_rows,1544,215,10.113342,6.5,4.0,13.0,1.0,188.0,9.509084,8.0,9.655302
placement=appendix,table_columns,1553,215,6.072118,5.0,3.0,8.0,1.0,61.0,5.765613,5.235294,5.70494
placement=appendix,table_header_levels,1553,215,1.278171,1.0,1.0,2.0,0.0,3.0,1.257188,1.125,1.261399
placement=appendix,table_row_groups,1540,215,1.565584,1.0,0.0,2.0,0.0,80.0,1.527504,1.25,1.541242
placement=appendix,decimal_precision,1100,193,1.910909,2.0,1.0,2.0,0.0,6.0,1.93159,2.0,1.929631
kind=figure|placement=main,caption_words,1269,244,43.861308,37.0,19.0,60.0,0.0,220.0,46.763019,42.683333,47.131879
kind=figure|placement=main,panels,1269,244,3.197794,2.0,1.0,4.0,1.0,44.0,3.205394,2.788889,3.204918
kind=figure|placement=main,series,880,234,4.542045,4.0,2.0,5.0,0.0,64.0,4.495423,4.0,4.486596
kind=figure|placement=main,legend_items,1249,243,2.623699,2.0,0.0,4.0,0.0,30.0,2.685253,2.4,2.696595
kind=figure|placement=main,annotations,1266,244,11.673776,8.0,3.0,16.0,0.0,160.0,11.459722,10.25,11.447994
kind=figure|placement=main,data_marks_estimate,1082,236,587.843808,32.0,16.0,90.0,0.0,120000.0,776.862712,52.107143,895.94162
kind=figure|placement=main,complexity,1269,244,3.538219,4.0,3.0,4.0,1.0,5.0,3.524219,3.527778,3.522744
kind=figure|placement=main,font_size_min,1269,244,5.748845,6.0,5.0,6.0,1.282,14.0,5.818125,6.0,5.837872
kind=figure|placement=main,font_size_median,1269,244,7.818258,8.0,7.0,8.0,4.0,18.0,7.879523,8.0,7.903332
kind=figure|placement=main,font_size_max,1269,244,10.792208,10.0,9.963,12.0,4.7,26.0,10.883342,10.430952,10.910412
kind=figure|placement=main,color_count,1269,244,6.529551,6.0,4.0,8.0,0.0,256.0,6.416744,5.763889,6.321594
kind=figure|placement=main,marker_types,941,227,0.982997,0.0,0.0,1.0,0.0,13.0,1.163551,1.0,1.167051
kind=figure|placement=main,line_styles,1243,244,1.335479,1.0,1.0,2.0,0.0,5.0,1.371011,1.333333,1.376365
kind=figure|placement=main,reference_lines,1260,244,0.340476,0.0,0.0,0.0,0.0,28.0,0.386232,0.0,0.403632
kind=figure|placement=main,line_width_pt,1066,240,1.055469,1.0,0.8,1.1,0.2,6.0,1.092974,1.0,1.096179
kind=figure|placement=appendix,caption_words,1802,219,31.391787,21.0,12.0,44.0,0.0,276.0,35.108906,28.916667,35.446357
kind=figure|placement=appendix,panels,1802,219,4.464484,2.0,1.0,4.0,1.0,112.0,4.704676,3.142857,4.724733
kind=figure|placement=appendix,series,1233,197,5.667478,4.0,2.0,6.0,0.0,42.0,4.037331,3.333333,4.081694
kind=figure|placement=appendix,legend_items,1781,217,2.106682,0.0,0.0,3.0,0.0,45.0,2.279704,2.0,2.313945
kind=figure|placement=appendix,annotations,1794,219,15.941472,5.0,0.25,12.0,0.0,2500.0,19.336599,8.0,20.725839
kind=figure|placement=appendix,data_marks_estimate,1454,203,1000.029574,64.0,20.0,180.0,0.0,189728.0,960.437708,71.666667,1002.674899
kind=figure|placement=appendix,complexity,1802,219,3.508879,3.0,3.0,4.0,1.0,5.0,3.567611,3.6,3.576163
kind=figure|placement=appendix,font_size_min,1801,219,5.621209,5.5,5.0,6.0,0.785,13.0,5.802837,5.833333,5.829997
kind=figure|placement=appendix,font_size_median,1801,219,7.649221,8.0,7.0,8.0,1.635,16.0,7.731977,7.888889,7.757539
kind=figure|placement=appendix,font_size_max,1801,219,10.574029,10.0,9.5,11.0,5.5,26.0,10.572865,10.0,10.631099
kind=figure|placement=appendix,color_count,1802,219,5.703108,5.0,3.0,6.0,0.0,256.0,5.673258,4.6,5.537307
kind=figure|placement=appendix,marker_types,1229,193,1.340114,1.0,0.0,1.0,0.0,13.0,0.896181,0.5,0.899518
kind=figure|placement=appendix,line_styles,1706,216,1.563892,1.0,0.0,2.0,0.0,9.0,1.034085,1.0,1.064034
kind=figure|placement=appendix,reference_lines,1790,218,0.418994,0.0,0.0,0.0,0.0,60.0,0.484945,0.0,0.530215
kind=figure|placement=appendix,line_width_pt,1328,199,1.100113,1.0,0.8,1.2,0.0,4.0,1.03925,1.0,1.049878
kind=table|placement=main,caption_words,775,213,29.781935,25.0,13.0,41.0,3.0,174.0,32.23961,28.833333,32.430155
kind=table|placement=main,panels,775,213,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
kind=table|placement=main,font_size_min,775,213,7.73677,8.0,7.0,8.5,5.0,10.7,7.889701,8.0,7.918734
kind=table|placement=main,font_size_median,775,213,7.73677,8.0,7.0,8.5,5.0,10.7,7.889701,8.0,7.918734
kind=table|placement=main,font_size_max,775,213,8.066164,8.0,7.235,8.67,5.3,10.7,8.17478,8.333333,8.208878
kind=table|placement=main,table_rows,775,213,8.588387,6.0,4.0,11.0,1.0,60.0,8.693968,7.5,8.592573
kind=table|placement=main,table_columns,775,213,7.233548,6.0,5.0,9.0,2.0,27.0,7.213834,7.0,7.155954
kind=table|placement=main,table_header_levels,775,213,1.483871,1.0,1.0,2.0,0.0,3.0,1.496577,1.5,1.496322
kind=table|placement=main,table_row_groups,772,213,1.677461,2.0,0.0,3.0,0.0,10.0,1.688676,1.666667,1.671372
kind=table|placement=main,decimal_precision,652,190,1.904908,2.0,1.0,2.0,0.0,5.0,1.897926,2.0,1.900553
kind=table|placement=appendix,caption_words,1554,215,23.301802,16.0,10.0,30.0,0.0,167.0,22.944479,20.0,22.806703
kind=table|placement=appendix,panels,1554,215,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
kind=table|placement=appendix,font_size_min,1554,215,7.594682,8.0,6.7,8.5,4.2,10.909,7.983036,8.0,8.006166
kind=table|placement=appendix,font_size_median,1554,215,7.594682,8.0,6.7,8.5,4.2,10.909,7.983036,8.0,8.006166
kind=table|placement=appendix,font_size_max,1549,215,7.953522,8.0,7.0,8.5,4.7,11.5,8.292124,8.5,8.319877
kind=table|placement=appendix,table_rows,1544,215,10.113342,6.5,4.0,13.0,1.0,188.0,9.509084,8.0,9.655302
kind=table|placement=appendix,table_columns,1553,215,6.072118,5.0,3.0,8.0,1.0,61.0,5.765613,5.235294,5.70494
kind=table|placement=appendix,table_header_levels,1553,215,1.278171,1.0,1.0,2.0,0.0,3.0,1.257188,1.125,1.261399
kind=table|placement=appendix,table_row_groups,1540,215,1.565584,1.0,0.0,2.0,0.0,80.0,1.527504,1.25,1.541242
kind=table|placement=appendix,decimal_precision,1100,193,1.910909,2.0,1.0,2.0,0.0,6.0,1.93159,2.0,1.929631
module=1 Introduction,caption_words,2,1,113.0,113.0,100.0,126.0,87.0,139.0,113.0,113.0,113.0
module=1 Introduction,panels,2,1,3.0,3.0,2.5,3.5,2.0,4.0,3.0,3.0,3.0
module=1 Introduction,series,2,1,5.5,5.5,5.25,5.75,5.0,6.0,5.5,5.5,5.5
module=1 Introduction,legend_items,2,1,5.5,5.5,5.25,5.75,5.0,6.0,5.5,5.5,5.5
module=1 Introduction,annotations,2,1,10.0,10.0,7.0,13.0,4.0,16.0,10.0,10.0,10.0
module=1 Introduction,data_marks_estimate,2,1,115.0,115.0,97.5,132.5,80.0,150.0,115.0,115.0,115.0
module=1 Introduction,complexity,2,1,3.5,3.5,3.25,3.75,3.0,4.0,3.5,3.5,3.5
module=1 Introduction,font_size_min,2,1,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7
module=1 Introduction,font_size_median,2,1,7.35,7.35,7.025,7.675,6.7,8.0,7.35,7.35,7.35
module=1 Introduction,font_size_max,2,1,9.0,9.0,8.15,9.85,7.3,10.7,9.0,9.0,9.0
module=1 Introduction,color_count,2,1,14.0,14.0,13.0,15.0,12.0,16.0,14.0,14.0,14.0
module=1 Introduction,marker_types,2,1,2.5,2.5,1.25,3.75,0.0,5.0,2.5,2.5,2.5
module=1 Introduction,line_styles,2,1,2.0,2.0,1.5,2.5,1.0,3.0,2.0,2.0,2.0
module=1 Introduction,reference_lines,2,1,0.5,0.5,0.25,0.75,0.0,1.0,0.5,0.5,0.5
module=1 Introduction,line_width_pt,2,1,1.45,1.45,1.425,1.475,1.4,1.5,1.45,1.45,1.45
module=3 Experiments / 3.1 Arithmetic Tasks,caption_words,1,1,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0
module=3 Experiments / 3.1 Arithmetic Tasks,panels,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
module=3 Experiments / 3.1 Arithmetic Tasks,font_size_min,1,1,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
module=3 Experiments / 3.1 Arithmetic Tasks,font_size_median,1,1,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
module=3 Experiments / 3.1 Arithmetic Tasks,font_size_max,1,1,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
module=3 Experiments / 3.1 Arithmetic Tasks,table_rows,1,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
module=3 Experiments / 3.1 Arithmetic Tasks,table_columns,1,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
module=3 Experiments / 3.1 Arithmetic Tasks,table_header_levels,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
module=3 Experiments / 3.1 Arithmetic Tasks,table_row_groups,1,1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
module=3 Experiments / 3.1 Arithmetic Tasks,decimal_precision,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
module=3.4 Long-Context Natural-Language,caption_words,1,1,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0
module=3.4 Long-Context Natural-Language,panels,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
module=3.4 Long-Context Natural-Language,series,1,1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
module=3.4 Long-Context Natural-Language,legend_items,1,1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
module=3.4 Long-Context Natural-Language,annotations,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
module=3.4 Long-Context Natural-Language,data_marks_estimate,1,1,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
module=3.4 Long-Context Natural-Language,complexity,1,1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
module=3.4 Long-Context Natural-Language,font_size_min,1,1,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3
module=3.4 Long-Context Natural-Language,font_size_median,1,1,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
module=3.4 Long-Context Natural-Language,font_size_max,1,1,13.3,13.3,13.3,13.3,13.3,13.3,13.3,13.3,13.3
module=3.4 Long-Context Natural-Language,color_count,1,1,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
module=3.4 Long-Context Natural-Language,marker_types,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
module=3.4 Long-Context Natural-Language,line_styles,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
module=3.4 Long-Context Natural-Language,reference_lines,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
module=3.4 Long-Context Natural-Language,line_width_pt,1,1,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5
module=Ablation 5.1.1 / training-pair construction,caption_words,1,1,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0
module=Ablation 5.1.1 / training-pair construction,panels,1,1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
module=Ablation 5.1.1 / training-pair construction,series,1,1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
module=Ablation 5.1.1 / training-pair construction,legend_items,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
module=Ablation 5.1.1 / training-pair construction,annotations,1,1,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
module=Ablation 5.1.1 / training-pair construction,complexity,1,1,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
module=Ablation 5.1.1 / training-pair construction,font_size_min,1,1,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
module=Ablation 5.1.1 / training-pair construction,font_size_median,1,1,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
module=Ablation 5.1.1 / training-pair construction,font_size_max,1,1,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
module=Ablation 5.1.1 / training-pair construction,color_count,1,1,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
module=Ablation 5.1.1 / training-pair construction,marker_types,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
module=Ablation 5.1.1 / training-pair construction,line_styles,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
module=Ablation 5.1.1 / training-pair construction,reference_lines,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
module=Ablation 5.1.1 / training-pair construction,line_width_pt,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
module=Ablation 5.1.2 / Surface Distance,caption_words,1,1,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
module=Ablation 5.1.2 / Surface Distance,panels,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
module=Ablation 5.1.2 / Surface Distance,font_size_min,1,1,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
module=Ablation 5.1.2 / Surface Distance,font_size_median,1,1,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
module=Ablation 5.1.2 / Surface Distance,font_size_max,1,1,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
module=Ablation 5.1.2 / Surface Distance,table_rows,1,1,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
module=Ablation 5.1.2 / Surface Distance,table_columns,1,1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
module=Ablation 5.1.2 / Surface Distance,table_header_levels,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
module=Ablation 5.1.2 / Surface Distance,table_row_groups,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
module=Ablation 5.1.2 / Surface Distance,decimal_precision,1,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
module=Ablation 5.1.2 / single-geometry fitting,caption_words,1,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
module=Ablation 5.1.2 / single-geometry fitting,panels,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
module=Ablation 5.1.2 / single-geometry fitting,series,1,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
module=Ablation 5.1.2 / single-geometry fitting,legend_items,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
module=Ablation 5.1.2 / single-geometry fitting,annotations,1,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
module=Ablation 5.1.2 / single-geometry fitting,complexity,1,1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
module=Ablation 5.1.2 / single-geometry fitting,font_size_min,1,1,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
module=Ablation 5.1.2 / single-geometry fitting,font_size_median,1,1,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
module=Ablation 5.1.2 / single-geometry fitting,font_size_max,1,1,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
module=Ablation 5.1.2 / single-geometry fitting,color_count,1,1,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
module=Ablation 5.1.2 / single-geometry fitting,marker_types,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
module=Ablation 5.1.2 / single-geometry fitting,line_styles,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
module=Ablation 5.1.2 / single-geometry fitting,reference_lines,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
module=Ablation 5.1.2 / single-geometry fitting,line_width_pt,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
module=Algorithm 2 data-flow diagram,caption_words,1,1,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0
module=Algorithm 2 data-flow diagram,panels,1,1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
module=Algorithm 2 data-flow diagram,legend_items,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
module=Algorithm 2 data-flow diagram,annotations,1,1,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0
module=Algorithm 2 data-flow diagram,data_marks_estimate,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
module=Algorithm 2 data-flow diagram,complexity,1,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
module=Algorithm 2 data-flow diagram,font_size_min,1,1,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
module=Algorithm 2 data-flow diagram,font_size_median,1,1,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
module=Algorithm 2 data-flow diagram,font_size_max,1,1,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0
module=Algorithm 2 data-flow diagram,color_count,1,1,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
module=Algorithm 2 data-flow diagram,marker_types,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
module=Algorithm 2 data-flow diagram,line_styles,1,1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
module=Algorithm 2 data-flow diagram,reference_lines,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
module=Algorithm 2 data-flow diagram,line_width_pt,1,1,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
module=Algorithm 3 data-flow diagram,caption_words,1,1,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0
module=Algorithm 3 data-flow diagram,panels,1,1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
module=Algorithm 3 data-flow diagram,legend_items,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
module=Algorithm 3 data-flow diagram,annotations,1,1,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0
module=Algorithm 3 data-flow diagram,data_marks_estimate,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
