conference,analysis_stratum,module,metric,n,mean,trimmed_mean_20,median,q1,q3,min,max
ICML,oral,abstract,algorithms,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ICML,oral,abstract,displayed_equations,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ICML,oral,abstract,visual_objects,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ICML,oral,abstract,visual_objects_per_1000_words,1,3.174603,3.174603,3.174603,3.174603,3.174603,3.174603,3.174603
ICML,oral,abstract,equations_per_1000_words,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ICML,oral,abstract,visual_share_within_main,1,0.125,0.125,0.125,0.125,0.125,0.125,0.125
ICML,oral,abstract,equation_share_within_main,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ICML,oral,introduction,present,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ICML,oral,introduction,estimated_words,1,1148.0,1148.0,1148.0,1148.0,1148.0,1148.0,1148.0
ICML,oral,introduction,main_word_share,1,0.1771,0.1771,0.1771,0.1771,0.1771,0.1771,0.1771
ICML,oral,introduction,figures,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ICML,oral,introduction,tables,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ICML,oral,introduction,algorithms,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ICML,oral,introduction,displayed_equations,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ICML,oral,introduction,visual_objects,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ICML,oral,introduction,visual_objects_per_1000_words,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ICML,oral,introduction,equations_per_1000_words,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ICML,oral,introduction,visual_share_within_main,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ICML,oral,introduction,equation_share_within_main,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ICML,oral,related_work,present,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ICML,oral,related_work,estimated_words,1,469.0,469.0,469.0,469.0,469.0,469.0,469.0
ICML,oral,related_work,main_word_share,1,0.0724,0.0724,0.0724,0.0724,0.0724,0.0724,0.0724
ICML,oral,related_work,figures,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ICML,oral,related_work,tables,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ICML,oral,related_work,algorithms,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ICML,oral,related_work,displayed_equations,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ICML,oral,related_work,visual_objects,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ICML,oral,related_work,visual_objects_per_1000_words,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ICML,oral,related_work,equations_per_1000_words,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ICML,oral,related_work,visual_share_within_main,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ICML,oral,related_work,equation_share_within_main,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ICML,oral,method,present,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ICML,oral,method,estimated_words,1,2081.0,2081.0,2081.0,2081.0,2081.0,2081.0,2081.0
ICML,oral,method,main_word_share,1,0.3211,0.3211,0.3211,0.3211,0.3211,0.3211,0.3211
ICML,oral,method,figures,1,2.0,2.0,2.0,2.0,2.0,2.0,2.0
ICML,oral,method,tables,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ICML,oral,method,algorithms,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ICML,oral,method,displayed_equations,1,2.0,2.0,2.0,2.0,2.0,2.0,2.0
ICML,oral,method,visual_objects,1,2.0,2.0,2.0,2.0,2.0,2.0,2.0
ICML,oral,method,visual_objects_per_1000_words,1,0.961076,0.961076,0.961076,0.961076,0.961076,0.961076,0.961076
ICML,oral,method,equations_per_1000_words,1,0.961076,0.961076,0.961076,0.961076,0.961076,0.961076,0.961076
ICML,oral,method,visual_share_within_main,1,0.25,0.25,0.25,0.25,0.25,0.25,0.25
ICML,oral,method,equation_share_within_main,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ICML,oral,theory,present,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ICML,oral,theory,estimated_words,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ICML,oral,theory,main_word_share,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ICML,oral,theory,figures,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ICML,oral,theory,tables,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ICML,oral,theory,algorithms,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ICML,oral,theory,displayed_equations,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ICML,oral,theory,visual_objects,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ICML,oral,theory,visual_objects_per_1000_words,0,,,,,,,
ICML,oral,theory,equations_per_1000_words,0,,,,,,,
ICML,oral,theory,visual_share_within_main,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ICML,oral,theory,equation_share_within_main,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ICML,oral,experimental_design,present,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ICML,oral,experimental_design,estimated_words,1,500.0,500.0,500.0,500.0,500.0,500.0,500.0
ICML,oral,experimental_design,main_word_share,1,0.0771,0.0771,0.0771,0.0771,0.0771,0.0771,0.0771
ICML,oral,experimental_design,figures,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ICML,oral,experimental_design,tables,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ICML,oral,experimental_design,algorithms,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ICML,oral,experimental_design,displayed_equations,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ICML,oral,experimental_design,visual_objects,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ICML,oral,experimental_design,visual_objects_per_1000_words,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ICML,oral,experimental_design,equations_per_1000_words,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ICML,oral,experimental_design,visual_share_within_main,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ICML,oral,experimental_design,equation_share_within_main,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ICML,oral,results,present,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ICML,oral,results,estimated_words,1,1172.0,1172.0,1172.0,1172.0,1172.0,1172.0,1172.0
ICML,oral,results,main_word_share,1,0.1808,0.1808,0.1808,0.1808,0.1808,0.1808,0.1808
ICML,oral,results,figures,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ICML,oral,results,tables,1,3.0,3.0,3.0,3.0,3.0,3.0,3.0
ICML,oral,results,algorithms,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ICML,oral,results,displayed_equations,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ICML,oral,results,visual_objects,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0
ICML,oral,results,visual_objects_per_1000_words,1,3.412969,3.412969,3.412969,3.412969,3.412969,3.412969,3.412969
ICML,oral,results,equations_per_1000_words,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ICML,oral,results,visual_share_within_main,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5
ICML,oral,results,equation_share_within_main,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ICML,oral,ablation,present,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ICML,oral,ablation,estimated_words,1,400.0,400.0,400.0,400.0,400.0,400.0,400.0
ICML,oral,ablation,main_word_share,1,0.0617,0.0617,0.0617,0.0617,0.0617,0.0617,0.0617
ICML,oral,ablation,figures,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ICML,oral,ablation,tables,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ICML,oral,ablation,algorithms,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ICML,oral,ablation,displayed_equations,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ICML,oral,ablation,visual_objects,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ICML,oral,ablation,visual_objects_per_1000_words,1,2.5,2.5,2.5,2.5,2.5,2.5,2.5
ICML,oral,ablation,equations_per_1000_words,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ICML,oral,ablation,visual_share_within_main,1,0.125,0.125,0.125,0.125,0.125,0.125,0.125
ICML,oral,ablation,equation_share_within_main,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ICML,oral,conclusion,present,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ICML,oral,conclusion,estimated_words,1,266.0,266.0,266.0,266.0,266.0,266.0,266.0
ICML,oral,conclusion,main_word_share,1,0.041,0.041,0.041,0.041,0.041,0.041,0.041
ICML,oral,conclusion,figures,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ICML,oral,conclusion,tables,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ICML,oral,conclusion,algorithms,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ICML,oral,conclusion,displayed_equations,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ICML,oral,conclusion,visual_objects,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ICML,oral,conclusion,visual_objects_per_1000_words,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ICML,oral,conclusion,equations_per_1000_words,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ICML,oral,conclusion,visual_share_within_main,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ICML,oral,conclusion,equation_share_within_main,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ICML,oral,limitations,present,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ICML,oral,limitations,estimated_words,1,98.0,98.0,98.0,98.0,98.0,98.0,98.0
ICML,oral,limitations,main_word_share,1,0.0151,0.0151,0.0151,0.0151,0.0151,0.0151,0.0151
ICML,oral,limitations,figures,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ICML,oral,limitations,tables,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ICML,oral,limitations,algorithms,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ICML,oral,limitations,displayed_equations,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ICML,oral,limitations,visual_objects,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ICML,oral,limitations,visual_objects_per_1000_words,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ICML,oral,limitations,equations_per_1000_words,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ICML,oral,limitations,visual_share_within_main,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ICML,oral,limitations,equation_share_within_main,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ICML,oral,appendix,present,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ICML,oral,appendix,estimated_words,1,1160.0,1160.0,1160.0,1160.0,1160.0,1160.0,1160.0
ICML,oral,appendix,main_word_share,0,,,,,,,
ICML,oral,appendix,figures,1,3.0,3.0,3.0,3.0,3.0,3.0,3.0
ICML,oral,appendix,tables,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ICML,oral,appendix,algorithms,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ICML,oral,appendix,displayed_equations,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ICML,oral,appendix,visual_objects,1,3.0,3.0,3.0,3.0,3.0,3.0,3.0
ICML,oral,appendix,visual_objects_per_1000_words,1,2.586207,2.586207,2.586207,2.586207,2.586207,2.586207,2.586207
ICML,oral,appendix,equations_per_1000_words,1,0.862069,0.862069,0.862069,0.862069,0.862069,0.862069,0.862069
ICML,oral,appendix,visual_share_within_main,1,0.375,0.375,0.375,0.375,0.375,0.375,0.375
ICML,oral,appendix,equation_share_within_main,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5
ICML,oral,other,present,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ICML,oral,other,estimated_words,1,32.0,32.0,32.0,32.0,32.0,32.0,32.0
ICML,oral,other,main_word_share,1,0.0049,0.0049,0.0049,0.0049,0.0049,0.0049,0.0049
ICML,oral,other,figures,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ICML,oral,other,tables,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ICML,oral,other,algorithms,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ICML,oral,other,displayed_equations,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ICML,oral,other,visual_objects,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ICML,oral,other,visual_objects_per_1000_words,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ICML,oral,other,equations_per_1000_words,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ICML,oral,other,visual_share_within_main,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ICML,oral,other,equation_share_within_main,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ICML,outstanding,abstract,present,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ICML,outstanding,abstract,estimated_words,2,127.5,127.5,127.5,106.75,148.25,86.0,169.0
ICML,outstanding,abstract,main_word_share,2,0.022,0.022,0.022,0.018,0.026,0.014,0.03
ICML,outstanding,abstract,figures,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ICML,outstanding,abstract,tables,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ICML,outstanding,abstract,algorithms,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ICML,outstanding,abstract,displayed_equations,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ICML,outstanding,abstract,visual_objects,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ICML,outstanding,abstract,visual_objects_per_1000_words,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ICML,outstanding,abstract,equations_per_1000_words,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ICML,outstanding,abstract,visual_share_within_main,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ICML,outstanding,abstract,equation_share_within_main,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ICML,outstanding,introduction,present,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ICML,outstanding,introduction,estimated_words,2,1366.0,1366.0,1366.0,1259.0,1473.0,1152.0,1580.0
ICML,outstanding,introduction,main_word_share,2,0.2275,0.2275,0.2275,0.21625,0.23875,0.205,0.25
ICML,outstanding,introduction,figures,2,0.5,0.5,0.5,0.25,0.75,0.0,1.0
ICML,outstanding,introduction,tables,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ICML,outstanding,introduction,algorithms,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ICML,outstanding,introduction,displayed_equations,2,1.0,1.0,1.0,0.5,1.5,0.0,2.0
ICML,outstanding,introduction,visual_objects,2,0.5,0.5,0.5,0.25,0.75,0.0,1.0
ICML,outstanding,introduction,visual_objects_per_1000_words,2,0.434028,0.434028,0.434028,0.217014,0.651042,0.0,0.868056
ICML,outstanding,introduction,equations_per_1000_words,2,0.632911,0.632911,0.632911,0.316456,0.949367,0.0,1.265823
ICML,outstanding,introduction,visual_share_within_main,2,0.045455,0.045455,0.045455,0.022727,0.068182,0.0,0.090909
ICML,outstanding,introduction,equation_share_within_main,2,0.05,0.05,0.05,0.025,0.075,0.0,0.1
ICML,outstanding,related_work,present,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ICML,outstanding,related_work,estimated_words,2,543.0,543.0,543.0,421.5,664.5,300.0,786.0
ICML,outstanding,related_work,main_word_share,2,0.0935,0.0935,0.0935,0.07025,0.11675,0.047,0.14
ICML,outstanding,related_work,figures,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ICML,outstanding,related_work,tables,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ICML,outstanding,related_work,algorithms,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ICML,outstanding,related_work,displayed_equations,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ICML,outstanding,related_work,visual_objects,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ICML,outstanding,related_work,visual_objects_per_1000_words,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ICML,outstanding,related_work,equations_per_1000_words,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ICML,outstanding,related_work,visual_share_within_main,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ICML,outstanding,related_work,equation_share_within_main,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ICML,outstanding,method,present,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ICML,outstanding,method,estimated_words,2,1506.0,1506.0,1506.0,1174.0,1838.0,842.0,2170.0
ICML,outstanding,method,main_word_share,2,0.2465,0.2465,0.2465,0.19825,0.29475,0.15,0.343
ICML,outstanding,method,figures,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ICML,outstanding,method,tables,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ICML,outstanding,method,algorithms,2,1.0,1.0,1.0,0.5,1.5,0.0,2.0
ICML,outstanding,method,displayed_equations,2,9.0,9.0,9.0,7.5,10.5,6.0,12.0
ICML,outstanding,method,visual_objects,2,1.0,1.0,1.0,0.5,1.5,0.0,2.0
ICML,outstanding,method,visual_objects_per_1000_words,2,0.460829,0.460829,0.460829,0.230415,0.691244,0.0,0.921659
ICML,outstanding,method,equations_per_1000_words,2,6.327922,6.327922,6.327922,5.928938,6.726907,5.529954,7.125891
ICML,outstanding,method,visual_share_within_main,2,0.333333,0.333333,0.333333,0.166667,0.5,0.0,0.666667
ICML,outstanding,method,equation_share_within_main,2,0.675,0.675,0.675,0.6375,0.7125,0.6,0.75
ICML,outstanding,theory,present,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ICML,outstanding,theory,estimated_words,2,1267.5,1267.5,1267.5,858.75,1676.25,450.0,2085.0
ICML,outstanding,theory,main_word_share,2,0.205,0.205,0.205,0.1425,0.2675,0.08,0.33
ICML,outstanding,theory,figures,2,1.5,1.5,1.5,0.75,2.25,0.0,3.0
ICML,outstanding,theory,tables,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ICML,outstanding,theory,algorithms,2,0.5,0.5,0.5,0.25,0.75,0.0,1.0
ICML,outstanding,theory,displayed_equations,2,4.0,4.0,4.0,3.0,5.0,2.0,6.0
ICML,outstanding,theory,visual_objects,2,2.0,2.0,2.0,1.5,2.5,1.0,3.0
ICML,outstanding,theory,visual_objects_per_1000_words,2,3.573141,3.573141,3.573141,2.026379,5.119904,0.479616,6.666667
ICML,outstanding,theory,equations_per_1000_words,2,3.661071,3.661071,3.661071,3.269384,4.052758,2.877698,4.444444
ICML,outstanding,theory,visual_share_within_main,2,0.30303,0.30303,0.30303,0.287879,0.318182,0.272727,0.333333
ICML,outstanding,theory,equation_share_within_main,2,0.275,0.275,0.275,0.2625,0.2875,0.25,0.3
ICML,outstanding,experimental_design,present,2,0.5,0.5,0.5,0.25,0.75,0.0,1.0
ICML,outstanding,experimental_design,estimated_words,2,266.5,266.5,266.5,133.25,399.75,0.0,533.0
ICML,outstanding,experimental_design,main_word_share,2,0.0475,0.0475,0.0475,0.02375,0.07125,0.0,0.095
ICML,outstanding,experimental_design,figures,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ICML,outstanding,experimental_design,tables,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ICML,outstanding,experimental_design,algorithms,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ICML,outstanding,experimental_design,displayed_equations,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ICML,outstanding,experimental_design,visual_objects,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ICML,outstanding,experimental_design,visual_objects_per_1000_words,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ICML,outstanding,experimental_design,equations_per_1000_words,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ICML,outstanding,experimental_design,visual_share_within_main,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ICML,outstanding,experimental_design,equation_share_within_main,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ICML,outstanding,results,present,2,0.5,0.5,0.5,0.25,0.75,0.0,1.0
ICML,outstanding,results,estimated_words,2,675.5,675.5,675.5,337.75,1013.25,0.0,1351.0
ICML,outstanding,results,main_word_share,2,0.1275,0.1275,0.1275,0.06375,0.19125,0.0,0.255
ICML,outstanding,results,figures,2,2.5,2.5,2.5,1.25,3.75,0.0,5.0
ICML,outstanding,results,tables,2,1.0,1.0,1.0,0.5,1.5,0.0,2.0
ICML,outstanding,results,algorithms,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ICML,outstanding,results,displayed_equations,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ICML,outstanding,results,visual_objects,2,3.5,3.5,3.5,1.75,5.25,0.0,7.0
ICML,outstanding,results,visual_objects_per_1000_words,1,5.181347,5.181347,5.181347,5.181347,5.181347,5.181347,5.181347
ICML,outstanding,results,equations_per_1000_words,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ICML,outstanding,results,visual_share_within_main,2,0.318182,0.318182,0.318182,0.159091,0.477273,0.0,0.636364
ICML,outstanding,results,equation_share_within_main,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ICML,outstanding,ablation,present,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ICML,outstanding,ablation,estimated_words,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ICML,outstanding,ablation,main_word_share,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ICML,outstanding,ablation,figures,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ICML,outstanding,ablation,tables,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ICML,outstanding,ablation,algorithms,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ICML,outstanding,ablation,displayed_equations,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ICML,outstanding,ablation,visual_objects,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ICML,outstanding,ablation,visual_objects_per_1000_words,0,,,,,,,
ICML,outstanding,ablation,equations_per_1000_words,0,,,,,,,
ICML,outstanding,ablation,visual_share_within_main,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ICML,outstanding,ablation,equation_share_within_main,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ICML,outstanding,conclusion,present,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ICML,outstanding,conclusion,estimated_words,2,164.5,164.5,164.5,134.75,194.25,105.0,224.0
ICML,outstanding,conclusion,main_word_share,2,0.028,0.028,0.028,0.022,0.034,0.016,0.04
ICML,outstanding,conclusion,figures,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ICML,outstanding,conclusion,tables,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ICML,outstanding,conclusion,algorithms,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ICML,outstanding,conclusion,displayed_equations,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ICML,outstanding,conclusion,visual_objects,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ICML,outstanding,conclusion,visual_objects_per_1000_words,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ICML,outstanding,conclusion,equations_per_1000_words,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ICML,outstanding,conclusion,visual_share_within_main,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ICML,outstanding,conclusion,equation_share_within_main,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ICML,outstanding,limitations,present,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ICML,outstanding,limitations,estimated_words,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ICML,outstanding,limitations,main_word_share,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ICML,outstanding,limitations,figures,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ICML,outstanding,limitations,tables,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ICML,outstanding,limitations,algorithms,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ICML,outstanding,limitations,displayed_equations,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ICML,outstanding,limitations,visual_objects,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ICML,outstanding,limitations,visual_objects_per_1000_words,0,,,,,,,
ICML,outstanding,limitations,equations_per_1000_words,0,,,,,,,
ICML,outstanding,limitations,visual_share_within_main,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ICML,outstanding,limitations,equation_share_within_main,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ICML,outstanding,appendix,present,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ICML,outstanding,appendix,estimated_words,2,8209.5,8209.5,8209.5,4924.25,11494.75,1639.0,14780.0
ICML,outstanding,appendix,main_word_share,0,,,,,,,
ICML,outstanding,appendix,figures,2,1.5,1.5,1.5,0.75,2.25,0.0,3.0
ICML,outstanding,appendix,tables,2,2.0,2.0,2.0,1.0,3.0,0.0,4.0
ICML,outstanding,appendix,algorithms,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ICML,outstanding,appendix,displayed_equations,2,12.0,12.0,12.0,6.5,17.5,1.0,23.0
ICML,outstanding,appendix,visual_objects,2,3.5,3.5,3.5,1.75,5.25,0.0,7.0
ICML,outstanding,appendix,visual_objects_per_1000_words,2,2.135448,2.135448,2.135448,1.067724,3.203173,0.0,4.270897
ICML,outstanding,appendix,equations_per_1000_words,2,1.083143,1.083143,1.083143,0.846635,1.31965,0.610128,1.556157
ICML,outstanding,appendix,visual_share_within_main,2,0.318182,0.318182,0.318182,0.159091,0.477273,0.0,0.636364
ICML,outstanding,appendix,equation_share_within_main,2,0.6375,0.6375,0.6375,0.38125,0.89375,0.125,1.15
ICML,outstanding,other,present,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ICML,outstanding,other,estimated_words,2,1123.0,1123.0,1123.0,911.5,1334.5,700.0,1546.0
ICML,outstanding,other,main_word_share,0,,,,,,,
ICML,outstanding,other,figures,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ICML,outstanding,other,tables,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ICML,outstanding,other,algorithms,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ICML,outstanding,other,displayed_equations,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ICML,outstanding,other,visual_objects,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ICML,outstanding,other,visual_objects_per_1000_words,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ICML,outstanding,other,equations_per_1000_words,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ICML,outstanding,other,visual_share_within_main,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ICML,outstanding,other,equation_share_within_main,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
