dimension,value,file_count,papers_present,verified_source_papers_with_style_files,paper_prevalence_with_verified_source,audited_papers,paper_prevalence_all_audited
hex_colors,#EFF6FF,1,1,101,0.009901,250,0.004
hex_colors,#F0496E,1,1,101,0.009901,250,0.004
hex_colors,#F0E442,1,1,101,0.009901,250,0.004
hex_colors,#F0FDF4,1,1,101,0.009901,250,0.004
hex_colors,#F18F01,1,1,101,0.009901,250,0.004
hex_colors,#F1E1E1,1,1,101,0.009901,250,0.004
hex_colors,#F1F1F1,1,1,101,0.009901,250,0.004
hex_colors,#F1F995,1,1,101,0.009901,250,0.004
hex_colors,#F2D6D6,1,1,101,0.009901,250,0.004
hex_colors,#F2F995,1,1,101,0.009901,250,0.004
hex_colors,#F3F4F6,1,1,101,0.009901,250,0.004
hex_colors,#F4F68B,1,1,101,0.009901,250,0.004
hex_colors,#F4F695,1,1,101,0.009901,250,0.004
hex_colors,#F4F993,1,1,101,0.009901,250,0.004
hex_colors,#F7E7AA,1,1,101,0.009901,250,0.004
hex_colors,#F7F882,1,1,101,0.009901,250,0.004
hex_colors,#F7F8FA,1,1,101,0.009901,250,0.004
hex_colors,#F8ECA4,1,1,101,0.009901,250,0.004
hex_colors,#F8F988,1,1,101,0.009901,250,0.004
hex_colors,#F9FAFB,1,1,101,0.009901,250,0.004
hex_colors,#FAB726,1,1,101,0.009901,250,0.004
hex_colors,#FAC8CC,1,1,101,0.009901,250,0.004
hex_colors,#FBCFE8,1,1,101,0.009901,250,0.004
hex_colors,#FCDEA4,1,1,101,0.009901,250,0.004
hex_colors,#FCE7F3,1,1,101,0.009901,250,0.004
hex_colors,#FEC63B,1,1,101,0.009901,250,0.004
hex_colors,#FED34F,1,1,101,0.009901,250,0.004
hex_colors,#FED7AA,1,1,101,0.009901,250,0.004
hex_colors,#FF00FF,1,1,101,0.009901,250,0.004
hex_colors,#FF1493,1,1,101,0.009901,250,0.004
hex_colors,#FF6B35,1,1,101,0.009901,250,0.004
hex_colors,#FF6B6B,1,1,101,0.009901,250,0.004
hex_colors,#FF7F0E,1,1,101,0.009901,250,0.004
hex_colors,#FF8C00,1,1,101,0.009901,250,0.004
hex_colors,#FFD700,1,1,101,0.009901,250,0.004
hex_colors,#FFE16E,1,1,101,0.009901,250,0.004
hex_colors,#FFEB88,1,1,101,0.009901,250,0.004
hex_colors,#FFF5B9,1,1,101,0.009901,250,0.004
hex_colors,#FFF7ED,1,1,101,0.009901,250,0.004
hex_colors,#FFFF00,1,1,101,0.009901,250,0.004
hex_colors,#a0beff,1,1,101,0.009901,250,0.004
hex_colors,#a1bfff,1,1,101,0.009901,250,0.004
hex_colors,#a2c0ff,1,1,101,0.009901,250,0.004
hex_colors,#a3c0ff,1,1,101,0.009901,250,0.004
hex_colors,#a4c1ff,1,1,101,0.009901,250,0.004
hex_colors,#a4c2ff,1,1,101,0.009901,250,0.004
hex_colors,#a5c2ff,1,1,101,0.009901,250,0.004
hex_colors,#a65628,1,1,101,0.009901,250,0.004
hex_colors,#a6c2ff,1,1,101,0.009901,250,0.004
hex_colors,#a6c3ff,1,1,101,0.009901,250,0.004
hex_colors,#a7c3ff,1,1,101,0.009901,250,0.004
hex_colors,#a7c4ff,1,1,101,0.009901,250,0.004
hex_colors,#a8c4ff,1,1,101,0.009901,250,0.004
hex_colors,#a9c4ff,1,1,101,0.009901,250,0.004
hex_colors,#a9c5ff,1,1,101,0.009901,250,0.004
hex_colors,#aaaaaa,1,1,101,0.009901,250,0.004
hex_colors,#aac5ff,1,1,101,0.009901,250,0.004
hex_colors,#aac6ff,1,1,101,0.009901,250,0.004
hex_colors,#aac8e1,1,1,101,0.009901,250,0.004
hex_colors,#aaffc3,1,1,101,0.009901,250,0.004
hex_colors,#abc6ff,1,1,101,0.009901,250,0.004
hex_colors,#acc6ff,1,1,101,0.009901,250,0.004
hex_colors,#acc7ff,1,1,101,0.009901,250,0.004
hex_colors,#adc7ff,1,1,101,0.009901,250,0.004
hex_colors,#aec7ff,1,1,101,0.009901,250,0.004
hex_colors,#aec8ff,1,1,101,0.009901,250,0.004
hex_colors,#afc8ff,1,1,101,0.009901,250,0.004
hex_colors,#b0c9ff,1,1,101,0.009901,250,0.004
hex_colors,#b1c9ff,1,1,101,0.009901,250,0.004
hex_colors,#b1caff,1,1,101,0.009901,250,0.004
hex_colors,#b2caff,1,1,101,0.009901,250,0.004
hex_colors,#b3cbff,1,1,101,0.009901,250,0.004
hex_colors,#b45309,1,1,101,0.009901,250,0.004
hex_colors,#b4cbff,1,1,101,0.009901,250,0.004
hex_colors,#b4ccff,1,1,101,0.009901,250,0.004
hex_colors,#b5342b,1,1,101,0.009901,250,0.004
hex_colors,#b5ccff,1,1,101,0.009901,250,0.004
hex_colors,#b5cdff,1,1,101,0.009901,250,0.004
hex_colors,#b6cdff,1,1,101,0.009901,250,0.004
hex_colors,#b6ceff,1,1,101,0.009901,250,0.004
hex_colors,#b7791f,1,1,101,0.009901,250,0.004
hex_colors,#b7ceff,1,1,101,0.009901,250,0.004
hex_colors,#b8ceff,1,1,101,0.009901,250,0.004
hex_colors,#b8cfff,1,1,101,0.009901,250,0.004
hex_colors,#b9cfff,1,1,101,0.009901,250,0.004
hex_colors,#bacfff,1,1,101,0.009901,250,0.004
hex_colors,#bad0ff,1,1,101,0.009901,250,0.004
hex_colors,#bbd0ff,1,1,101,0.009901,250,0.004
hex_colors,#bbd1ff,1,1,101,0.009901,250,0.004
hex_colors,#bcd1ff,1,1,101,0.009901,250,0.004
hex_colors,#bcf60c,1,1,101,0.009901,250,0.004
hex_colors,#bdd2ff,1,1,101,0.009901,250,0.004
hex_colors,#bed2ff,1,1,101,0.009901,250,0.004
hex_colors,#bed3ff,1,1,101,0.009901,250,0.004
hex_colors,#bfd3ff,1,1,101,0.009901,250,0.004
hex_colors,#c0392b,1,1,101,0.009901,250,0.004
hex_colors,#c0d4ff,1,1,101,0.009901,250,0.004
hex_colors,#c1d4ff,1,1,101,0.009901,250,0.004
hex_colors,#c1d5ff,1,1,101,0.009901,250,0.004
hex_colors,#c2d5ff,1,1,101,0.009901,250,0.004
hex_colors,#c3d6ff,1,1,101,0.009901,250,0.004
hex_colors,#c4c8cc,1,1,101,0.009901,250,0.004
hex_colors,#c4d7ff,1,1,101,0.009901,250,0.004
hex_colors,#c5d7ff,1,1,101,0.009901,250,0.004
hex_colors,#c6d8ff,1,1,101,0.009901,250,0.004
hex_colors,#c7d9ff,1,1,101,0.009901,250,0.004
hex_colors,#c8d9ff,1,1,101,0.009901,250,0.004
hex_colors,#c9ced6,1,1,101,0.009901,250,0.004
hex_colors,#c9d6ea,1,1,101,0.009901,250,0.004
hex_colors,#c9daf8,1,1,101,0.009901,250,0.004
hex_colors,#c9daff,1,1,101,0.009901,250,0.004
hex_colors,#cadbff,1,1,101,0.009901,250,0.004
hex_colors,#cbd5e1,1,1,101,0.009901,250,0.004
hex_colors,#cbdbff,1,1,101,0.009901,250,0.004
hex_colors,#cdcdcd,1,1,101,0.009901,250,0.004
hex_colors,#cecece,1,1,101,0.009901,250,0.004
hex_colors,#cfcbcb,1,1,101,0.009901,250,0.004
hex_colors,#d0e0e3,1,1,101,0.009901,250,0.004
hex_colors,#d9d2e9,1,1,101,0.009901,250,0.004
hex_colors,#d9e6f2,1,1,101,0.009901,250,0.004
hex_colors,#d9ead3,1,1,101,0.009901,250,0.004
hex_colors,#db2777,1,1,101,0.009901,250,0.004
hex_colors,#dbdbdb,1,1,101,0.009901,250,0.004
hex_colors,#dbeafe,1,1,101,0.009901,250,0.004
hex_colors,#dcfce7,1,1,101,0.009901,250,0.004
hex_colors,#dd8a6f,1,1,101,0.009901,250,0.004
hex_colors,#dddddd,1,1,101,0.009901,250,0.004
hex_colors,#dede00,1,1,101,0.009901,250,0.004
hex_colors,#e28a60,1,1,101,0.009901,250,0.004
hex_colors,#e36149,1,1,101,0.009901,250,0.004
hex_colors,#e41a1c,1,1,101,0.009901,250,0.004
hex_colors,#e5e5e5,1,1,101,0.009901,250,0.004
hex_colors,#e6194b,1,1,101,0.009901,250,0.004
hex_colors,#e6beff,1,1,101,0.009901,250,0.004
hex_colors,#e74c3c,1,1,101,0.009901,250,0.004
hex_colors,#ec8333,1,1,101,0.009901,250,0.004
hex_colors,#eef3fb,1,1,101,0.009901,250,0.004
hex_colors,#eef6ff,1,1,101,0.009901,250,0.004
hex_colors,#f032e6,1,1,101,0.009901,250,0.004
hex_colors,#f0f0f0,1,1,101,0.009901,250,0.004
hex_colors,#f2b705,1,1,101,0.009901,250,0.004
hex_colors,#f2fff8,1,1,101,0.009901,250,0.004
hex_colors,#f3d9c9,1,1,101,0.009901,250,0.004
hex_colors,#f46d43,1,1,101,0.009901,250,0.004
hex_colors,#f4cccc,1,1,101,0.009901,250,0.004
hex_colors,#f58231,1,1,101,0.009901,250,0.004
hex_colors,#f5f5f5,1,1,101,0.009901,250,0.004
hex_colors,#f6fbff,1,1,101,0.009901,250,0.004
hex_colors,#f7f7f4,1,1,101,0.009901,250,0.004
hex_colors,#f7f7f9,1,1,101,0.009901,250,0.004
hex_colors,#f7fff9,1,1,101,0.009901,250,0.004
hex_colors,#fabebe,1,1,101,0.009901,250,0.004
hex_colors,#fafafa,1,1,101,0.009901,250,0.004
hex_colors,#fbeeee,1,1,101,0.009901,250,0.004
hex_colors,#fce5cd,1,1,101,0.009901,250,0.004
hex_colors,#fce7f3,1,1,101,0.009901,250,0.004
hex_colors,#fdd3dd,1,1,101,0.009901,250,0.004
hex_colors,#fef3c7,1,1,101,0.009901,250,0.004
hex_colors,#ff0051,1,1,101,0.009901,250,0.004
hex_colors,#ff7f00,1,1,101,0.009901,250,0.004
hex_colors,#ffc832,1,1,101,0.009901,250,0.004
hex_colors,#ffd8b1,1,1,101,0.009901,250,0.004
hex_colors,#ffe119,1,1,101,0.009901,250,0.004
hex_colors,#ffe9c7,1,1,101,0.009901,250,0.004
hex_colors,#ffe9e4,1,1,101,0.009901,250,0.004
hex_colors,#fff0f0,1,1,101,0.009901,250,0.004
hex_colors,#fff2cc,1,1,101,0.009901,250,0.004
hex_colors,#fffac8,1,1,101,0.009901,250,0.004
line_widths_pt,2,39,18,101,0.178218,250,0.072
line_widths_pt,1.5,17,12,101,0.118812,250,0.048
line_widths_pt,0.5,14,11,101,0.108911,250,0.044
line_widths_pt,1,13,11,101,0.108911,250,0.044
line_widths_pt,0.8,8,7,101,0.069307,250,0.028
line_widths_pt,3,14,6,101,0.059406,250,0.024
line_widths_pt,1.0,6,6,101,0.059406,250,0.024
line_widths_pt,1.2,6,6,101,0.059406,250,0.024
line_widths_pt,2.5,6,6,101,0.059406,250,0.024
line_widths_pt,4,13,4,101,0.039604,250,0.016
line_widths_pt,0,10,4,101,0.039604,250,0.016
line_widths_pt,2.0,4,3,101,0.029703,250,0.012
line_widths_pt,1.6,3,3,101,0.029703,250,0.012
line_widths_pt,3.5,3,3,101,0.029703,250,0.012
line_widths_pt,0.3,4,2,101,0.019802,250,0.008
line_widths_pt,0.4,4,2,101,0.019802,250,0.008
line_widths_pt,0.0,2,2,101,0.019802,250,0.008
line_widths_pt,0.7,2,2,101,0.019802,250,0.008
line_widths_pt,1.25,2,2,101,0.019802,250,0.008
line_widths_pt,1.8,2,2,101,0.019802,250,0.008
line_widths_pt,2.4,2,2,101,0.019802,250,0.008
line_widths_pt,3.0,2,2,101,0.019802,250,0.008
line_widths_pt,6,3,1,101,0.009901,250,0.004
line_widths_pt,0.2,2,1,101,0.009901,250,0.004
line_widths_pt,.5,1,1,101,0.009901,250,0.004
line_widths_pt,0.1,1,1,101,0.009901,250,0.004
line_widths_pt,0.55,1,1,101,0.009901,250,0.004
line_widths_pt,0.6,1,1,101,0.009901,250,0.004
line_widths_pt,0.9,1,1,101,0.009901,250,0.004
line_widths_pt,1.4,1,1,101,0.009901,250,0.004
line_widths_pt,2.2,1,1,101,0.009901,250,0.004
line_widths_pt,3.2,1,1,101,0.009901,250,0.004
marker_literals,o,56,26,101,0.257426,250,0.104
marker_literals,s,13,10,101,0.09901,250,0.04
marker_literals,x,12,10,101,0.09901,250,0.04
marker_literals,^,5,5,101,0.049505,250,0.02
marker_literals,*,4,4,101,0.039604,250,0.016
marker_literals,.,3,3,101,0.029703,250,0.012
marker_literals,X,1,1,101,0.009901,250,0.004
marker_literals,ball_marker,1,1,101,0.009901,250,0.004
marker_literals,v,1,1,101,0.009901,250,0.004
style_literals,--,45,22,101,0.217822,250,0.088
style_literals,-,24,15,101,0.148515,250,0.06
style_literals,:,21,11,101,0.108911,250,0.044
style_literals,whitegrid,17,4,101,0.039604,250,0.016
style_literals,->,4,4,101,0.039604,250,0.016
style_literals,round,3,3,101,0.029703,250,0.012
style_literals,white,3,3,101,0.029703,250,0.012
style_literals,ticks,6,2,101,0.019802,250,0.008
style_literals,seaborn-v0_8-whitegrid,4,2,101,0.019802,250,0.008
style_literals,None,2,2,101,0.019802,250,0.008
style_literals,"round,pad=0.5",2,2,101,0.019802,250,0.008
style_literals,band,3,1,101,0.009901,250,0.004
style_literals,none,3,1,101,0.009901,250,0.004
style_literals,dashed,2,1,101,0.009901,250,0.004
style_literals,italic,2,1,101,0.009901,250,0.004
style_literals,mask-type:luminance,2,1,101,0.009901,250,0.004
style_literals,-.,1,1,101,0.009901,250,0.004
style_literals,Algorithm,1,1,101,0.009901,250,0.004
style_literals,Environment,1,1,101,0.009901,250,0.004
style_literals,background-color:{color}; color:{text_color}; border: 1px solid black; padding: 0.5px; margin-top: 4px; margin-bottom: 4px,1,1,101,0.009901,250,0.004
style_literals,cursor: pointer;,1,1,101,0.009901,250,0.004
style_literals,fill: #1b86ba; opacity: 0.8,1,1,101,0.009901,250,0.004
style_literals,fill: #444444,1,1,101,0.009901,250,0.004
style_literals,fill: #666666,1,1,101,0.009901,250,0.004
style_literals,fill: #6e8857; opacity: 0.8,1,1,101,0.009901,250,0.004
style_literals,fill: #731d6f; opacity: 0.8,1,1,101,0.009901,250,0.004
style_literals,fill: #e36149; opacity: 0.8,1,1,101,0.009901,250,0.004
style_literals,fill: #ffffff,1,1,101,0.009901,250,0.004
style_literals,fill: #ffffff; opacity: 0.8; stroke: #cccccc; stroke-linejoin: miter,1,1,101,0.009901,250,0.004
style_literals,fill: none; stroke: #000000; stroke-linejoin: miter; stroke-linecap: square,1,1,101,0.009901,250,0.004
style_literals,fill: none; stroke: #424242; stroke-width: 2.25; stroke-linecap: square,1,1,101,0.009901,250,0.004
style_literals,fill:#000000;fill-opacity:0;stroke:#fdd3dd;stroke-opacity:1,1,1,101,0.009901,250,0.004
style_literals,"fill:#000000;fill-opacity:0;stroke:#fdd3dd;stroke-width:2.84462;stroke-linecap:square;stroke-linejoin:round;stroke-miterlimit:4;stroke-dasharray:5.68924, 5.68924;stroke-dashoffset:0;stroke-opacity:1",1,1,101,0.009901,250,0.004
style_literals,fill:#000000;fill-opacity:1,1,1,101,0.009901,250,0.004
style_literals,fill:#000000;fill-opacity:1;fill-rule:evenodd;stroke:#000000;stroke-width:0.743189;stroke-linecap:butt;stroke-linejoin:miter;stroke-miterlimit:4;stroke-dasharray:none;stroke-opacity:1,1,1,101,0.009901,250,0.004
style_literals,fill:#000000;fill-opacity:1;fill-rule:evenodd;stroke:#000000;stroke-width:0.74319;stroke-linecap:butt;stroke-linejoin:miter;stroke-miterlimit:4;stroke-dasharray:none;stroke-opacity:1,1,1,101,0.009901,250,0.004
style_literals,fill:#000000;fill-opacity:1;fill-rule:evenodd;stroke:#000000;stroke-width:0.948206;stroke-linecap:butt;stroke-linejoin:miter;stroke-miterlimit:4;stroke-dasharray:none;stroke-opacity:1,1,1,101,0.009901,250,0.004
style_literals,fill:#000000;fill-opacity:1;fill-rule:nonzero;stroke:none,1,1,101,0.009901,250,0.004
style_literals,fill:#000000;fill-opacity:1;fill-rule:nonzero;stroke:none;stroke-width:0.62515,1,1,101,0.009901,250,0.004
style_literals,fill:#727272;fill-opacity:1,1,1,101,0.009901,250,0.004
style_literals,fill:#727272;fill-opacity:1;fill-rule:nonzero;stroke:none,1,1,101,0.009901,250,0.004
style_literals,fill:#727272;fill-opacity:1;fill-rule:nonzero;stroke:none;stroke-opacity:1,1,1,101,0.009901,250,0.004
style_literals,fill:#727272;fill-opacity:1;fill-rule:nonzero;stroke:none;stroke-width:0.62515,1,1,101,0.009901,250,0.004
style_literals,fill:#727272;fill-opacity:1;stroke:none;stroke-opacity:1,1,1,101,0.009901,250,0.004
style_literals,fill:#727272;fill-opacity:1;stroke:none;stroke-width:0.0174328;stroke-opacity:1,1,1,101,0.009901,250,0.004
style_literals,fill:#cdcdcd;fill-opacity:1;fill-rule:evenodd;stroke:#cdcdcd;stroke-width:0.948119;stroke-linecap:butt;stroke-linejoin:miter;stroke-miterlimit:4;stroke-dasharray:none;stroke-opacity:1,1,1,101,0.009901,250,0.004
style_literals,fill:#cdcdcd;fill-opacity:1;fill-rule:nonzero;stroke:#121923;stroke-width:1.64704;stroke-linecap:butt;stroke-linejoin:miter;stroke-miterlimit:4;stroke-dasharray:none;stroke-opacity:1,1,1,101,0.009901,250,0.004
style_literals,fill:#cfcbcb;fill-opacity:1;fill-rule:nonzero;stroke:none,1,1,101,0.009901,250,0.004
style_literals,fill:#f2f2f2;fill-opacity:1;fill-rule:nonzero;stroke:#cecece;stroke-width:1.0658;stroke-linecap:round;stroke-linejoin:round;stroke-miterlimit:4;stroke-dasharray:none;stroke-opacity:1,1,1,101,0.009901,250,0.004
style_literals,fill:#fdd3dd;fill-opacity:1;fill-rule:nonzero;stroke:none,1,1,101,0.009901,250,0.004
style_literals,fill:#fff0f0;fill-opacity:1;fill-rule:nonzero;stroke:none,1,1,101,0.009901,250,0.004
style_literals,fill:context-stroke;fill-rule:evenodd;stroke:context-stroke;stroke-width:0.625;stroke-linejoin:round,1,1,101,0.009901,250,0.004
style_literals,fill:context-stroke;fill-rule:evenodd;stroke:context-stroke;stroke-width:1pt,1,1,101,0.009901,250,0.004
style_literals,fill:none;stroke:#000000;stroke-width:0.75;stroke-linecap:butt;stroke-linejoin:miter;stroke-miterlimit:4;stroke-dasharray:none;stroke-opacity:1;marker-end:url(#Arrow2Lend-3),1,1,101,0.009901,250,0.004
style_literals,fill:none;stroke:#000000;stroke-width:0.75;stroke-linecap:butt;stroke-linejoin:miter;stroke-miterlimit:4;stroke-dasharray:none;stroke-opacity:1;marker-end:url(#Arrow2Lend-3-5),1,1,101,0.009901,250,0.004
style_literals,fill:none;stroke:#000000;stroke-width:0.997882;stroke-linecap:round;stroke-linejoin:round;stroke-miterlimit:4;stroke-dasharray:none;stroke-dashoffset:0;stroke-opacity:1;marker-end:url(#Arrow2Mend-7-6-6),1,1,101,0.009901,250,0.004
style_literals,fill:none;stroke:#000000;stroke-width:0.999005;stroke-linecap:round;stroke-linejoin:round;stroke-miterlimit:4;stroke-dasharray:none;stroke-dashoffset:0;stroke-opacity:1;marker-end:url(#Arrow2Mend-7-6),1,1,101,0.009901,250,0.004
style_literals,fill:none;stroke:#000000;stroke-width:1.00013;stroke-linecap:round;stroke-linejoin:round;stroke-miterlimit:4;stroke-dasharray:none;stroke-dashoffset:0;stroke-opacity:1;marker-end:url(#Arrow2Mend),1,1,101,0.009901,250,0.004
style_literals,fill:none;stroke:#000000;stroke-width:1.00013;stroke-linecap:round;stroke-linejoin:round;stroke-miterlimit:4;stroke-dasharray:none;stroke-dashoffset:0;stroke-opacity:1;marker-end:url(#Arrow2Mend-7),1,1,101,0.009901,250,0.004
style_literals,fill:none;stroke:#000000;stroke-width:1.42231;stroke-linecap:round;stroke-linejoin:round;stroke-miterlimit:4;stroke-dasharray:none;stroke-opacity:1,1,1,101,0.009901,250,0.004
style_literals,"fill:none;stroke:#000000;stroke-width:1.42231;stroke-linecap:square;stroke-linejoin:round;stroke-miterlimit:4;stroke-dasharray:2.84461, 2.84461;stroke-dashoffset:0;stroke-opacity:1",1,1,101,0.009901,250,0.004
style_literals,fill:none;stroke:#000000;stroke-width:1.42231;stroke-linecap:square;stroke-linejoin:round;stroke-miterlimit:4;stroke-dasharray:none;stroke-opacity:1,1,1,101,0.009901,250,0.004
style_literals,fill:none;stroke:#000000;stroke-width:1.52325;stroke-linecap:round;stroke-linejoin:round;stroke-miterlimit:4;stroke-dasharray:none;stroke-dashoffset:0;stroke-opacity:1;marker-end:url(#TriangleOutM),1,1,101,0.009901,250,0.004
style_literals,fill:none;stroke:#000000;stroke-width:1.52325;stroke-linecap:round;stroke-linejoin:round;stroke-miterlimit:4;stroke-dasharray:none;stroke-dashoffset:0;stroke-opacity:1;marker-end:url(#TriangleOutM-3),1,1,101,0.009901,250,0.004
style_literals,fill:none;stroke:#000000;stroke-width:2.84462;stroke-linecap:round;stroke-linejoin:round;stroke-miterlimit:4;stroke-dasharray:none;stroke-opacity:1,1,1,101,0.009901,250,0.004
style_literals,"fill:none;stroke:#00007b;stroke-width:0.600677;stroke-linecap:round;stroke-linejoin:round;stroke-miterlimit:4;stroke-dasharray:1.20135, 2.40271;stroke-dashoffset:0;stroke-opacity:1",1,1,101,0.009901,250,0.004
style_literals,fill:none;stroke:#cbdbff;stroke-width:1.06673;stroke-linecap:square;stroke-linejoin:round;stroke-miterlimit:4;stroke-dasharray:none;stroke-opacity:1,1,1,101,0.009901,250,0.004
style_literals,"fill:none;stroke:#cdcdcd;stroke-width:1.06673;stroke-linecap:round;stroke-linejoin:round;stroke-miterlimit:4;stroke-dasharray:3.2002, 3.2002;stroke-dashoffset:0;stroke-opacity:1",1,1,101,0.009901,250,0.004
style_literals,fill:none;stroke:#cdcdcd;stroke-width:1.42231;stroke-linecap:round;stroke-linejoin:round;stroke-miterlimit:4;stroke-dasharray:none;stroke-opacity:1,1,1,101,0.009901,250,0.004
style_literals,fill:none;stroke:#cecece;stroke-width:1.0658;stroke-linecap:round;stroke-linejoin:round;stroke-miterlimit:4;stroke-dasharray:none;stroke-opacity:1,1,1,101,0.009901,250,0.004
style_literals,fill:none;stroke:#e5e5e5;stroke-width:1.06673;stroke-linecap:square;stroke-linejoin:round;stroke-miterlimit:4;stroke-dasharray:none;stroke-opacity:1,1,1,101,0.009901,250,0.004
style_literals,fill:url(#radialGradient1104);stroke:none,1,1,101,0.009901,250,0.004
style_literals,font-size:12px;line-height:1.25;font-family:sans-serif;stroke-width:0.750002,1,1,101,0.009901,250,0.004
style_literals,font-style:normal;font-variant:normal;font-weight:300;font-stretch:normal;font-size:12px;font-family:Lato;-inkscape-font-specification:,1,1,101,0.009901,250,0.004
style_literals,font-style:normal;font-variant:normal;font-weight:bold;font-stretch:normal;font-size:13px;font-family:Lato;-inkscape-font-specification:,1,1,101,0.009901,250,0.004
style_literals,font-style:normal;font-variant:normal;font-weight:normal;font-stretch:normal;font-size:13px;line-height:1.25;font-family:Lato;-inkscape-font-specification:Lato;stroke-width:0.75,1,1,101,0.009901,250,0.004
style_literals,margin-right: 10px;,1,1,101,0.009901,250,0.004
style_literals,margin-top: 1rem;,1,1,101,0.009901,250,0.004
style_literals,opacity:0.808861,1,1,101,0.009901,250,0.004
style_literals,"opacity:1;fill:#ffffff;fill-opacity:1;stroke:none;stroke-width:0.600002;stroke-linecap:round;stroke-dasharray:1.2, 2.40001",1,1,101,0.009901,250,0.004
style_literals,overflow:visible,1,1,101,0.009901,250,0.004
style_literals,poster,1,1,101,0.009901,250,0.004
style_literals,"round,pad=0.0,rounding_size=0.18",1,1,101,0.009901,250,0.004
style_literals,"round,pad=0.002",1,1,101,0.009901,250,0.004
style_literals,"round,pad=0.003",1,1,101,0.009901,250,0.004
style_literals,"round,pad=0.006",1,1,101,0.009901,250,0.004
style_literals,"round,pad=0.008",1,1,101,0.009901,250,0.004
style_literals,"round,pad=0.1",1,1,101,0.009901,250,0.004
style_literals,"round,pad=0.15",1,1,101,0.009901,250,0.004
style_literals,"round,pad=0.18",1,1,101,0.009901,250,0.004
style_literals,"round,pad=0.22",1,1,101,0.009901,250,0.004
style_literals,"round,pad=0.24",1,1,101,0.009901,250,0.004
style_literals,"round,pad=0.3",1,1,101,0.009901,250,0.004
style_literals,"round,pad=0.4",1,1,101,0.009901,250,0.004
style_literals,seaborn-v0_8-white,1,1,101,0.009901,250,0.004
style_literals,"square,pad=0",1,1,101,0.009901,250,0.004
style_literals,stop-opacity:1;stop-color:#4e87ff,1,1,101,0.009901,250,0.004
style_literals,stop-opacity:1;stop-color:#4f88ff,1,1,101,0.009901,250,0.004
style_literals,stop-opacity:1;stop-color:#5089ff,1,1,101,0.009901,250,0.004
style_literals,stop-opacity:1;stop-color:#5189ff,1,1,101,0.009901,250,0.004
style_literals,stop-opacity:1;stop-color:#518aff,1,1,101,0.009901,250,0.004
style_literals,stop-opacity:1;stop-color:#528aff,1,1,101,0.009901,250,0.004
style_literals,stop-opacity:1;stop-color:#538bff,1,1,101,0.009901,250,0.004
style_literals,stop-opacity:1;stop-color:#548bff,1,1,101,0.009901,250,0.004
style_literals,stop-opacity:1;stop-color:#548cff,1,1,101,0.009901,250,0.004
style_literals,stop-opacity:1;stop-color:#558cff,1,1,101,0.009901,250,0.004
style_literals,stop-opacity:1;stop-color:#568dff,1,1,101,0.009901,250,0.004
style_literals,stop-opacity:1;stop-color:#578dff,1,1,101,0.009901,250,0.004
style_literals,stop-opacity:1;stop-color:#578eff,1,1,101,0.009901,250,0.004
style_literals,stop-opacity:1;stop-color:#588eff,1,1,101,0.009901,250,0.004
style_literals,stop-opacity:1;stop-color:#598fff,1,1,101,0.009901,250,0.004
style_literals,stop-opacity:1;stop-color:#5a8fff,1,1,101,0.009901,250,0.004
style_literals,stop-opacity:1;stop-color:#5a90ff,1,1,101,0.009901,250,0.004
style_literals,stop-opacity:1;stop-color:#5b90ff,1,1,101,0.009901,250,0.004
style_literals,stop-opacity:1;stop-color:#5c91ff,1,1,101,0.009901,250,0.004
style_literals,stop-opacity:1;stop-color:#5d91ff,1,1,101,0.009901,250,0.004
style_literals,stop-opacity:1;stop-color:#5d92ff,1,1,101,0.009901,250,0.004
style_literals,stop-opacity:1;stop-color:#5e92ff,1,1,101,0.009901,250,0.004
style_literals,stop-opacity:1;stop-color:#5f93ff,1,1,101,0.009901,250,0.004
style_literals,stop-opacity:1;stop-color:#6093ff,1,1,101,0.009901,250,0.004
style_literals,stop-opacity:1;stop-color:#6094ff,1,1,101,0.009901,250,0.004
style_literals,stop-opacity:1;stop-color:#6194ff,1,1,101,0.009901,250,0.004
style_literals,stop-opacity:1;stop-color:#6295ff,1,1,101,0.009901,250,0.004
style_literals,stop-opacity:1;stop-color:#6395ff,1,1,101,0.009901,250,0.004
style_literals,stop-opacity:1;stop-color:#6396ff,1,1,101,0.009901,250,0.004
style_literals,stop-opacity:1;stop-color:#6496ff,1,1,101,0.009901,250,0.004
style_literals,stop-opacity:1;stop-color:#6597ff,1,1,101,0.009901,250,0.004
style_literals,stop-opacity:1;stop-color:#6697ff,1,1,101,0.009901,250,0.004
style_literals,stop-opacity:1;stop-color:#6698ff,1,1,101,0.009901,250,0.004
style_literals,stop-opacity:1;stop-color:#6798ff,1,1,101,0.009901,250,0.004
style_literals,stop-opacity:1;stop-color:#6899ff,1,1,101,0.009901,250,0.004
style_literals,stop-opacity:1;stop-color:#6999ff,1,1,101,0.009901,250,0.004
style_literals,stop-opacity:1;stop-color:#699aff,1,1,101,0.009901,250,0.004
style_literals,stop-opacity:1;stop-color:#6a9aff,1,1,101,0.009901,250,0.004
style_literals,stop-opacity:1;stop-color:#6a9bff,1,1,101,0.009901,250,0.004
style_literals,stop-opacity:1;stop-color:#6b9bff,1,1,101,0.009901,250,0.004
style_literals,stop-opacity:1;stop-color:#6c9cff,1,1,101,0.009901,250,0.004
