statistic,value,figure_count,figure_share,papers_present,paper_prevalence,conference_equal_paper_prevalence
hex,#4A82B5,1,0.000326,1,0.004,0.003333
hex,#4A83DD,1,0.000326,1,0.004,0.003333
hex,#4A8457,1,0.000326,1,0.004,0.003333
hex,#4A8CC1,1,0.000326,1,0.004,0.003333
hex,#4A90C6,1,0.000326,1,0.004,0.005
hex,#4A95C3,1,0.000326,1,0.004,0.005
hex,#4A98EA,1,0.000326,1,0.004,0.003333
hex,#4A9B63,1,0.000326,1,0.004,0.003333
hex,#4A9C97,1,0.000326,1,0.004,0.003333
hex,#4AAC7B,1,0.000326,1,0.004,0.005
hex,#4AAE9F,1,0.000326,1,0.004,0.003333
hex,#4AAED6,1,0.000326,1,0.004,0.005
hex,#4AAEEA,1,0.000326,1,0.004,0.003333
hex,#4AC16D,1,0.000326,1,0.004,0.003333
hex,#4AC2AD,1,0.000326,1,0.004,0.003333
hex,#4B3973,1,0.000326,1,0.004,0.003333
hex,#4B4B9D,1,0.000326,1,0.004,0.005
hex,#4B5C9D,1,0.000326,1,0.004,0.003333
hex,#4B67B1,1,0.000326,1,0.004,0.003333
hex,#4B79A5,1,0.000326,1,0.004,0.005
hex,#4B8ED5,1,0.000326,1,0.004,0.003333
hex,#4B92C3,1,0.000326,1,0.004,0.005
hex,#4B92C5,1,0.000326,1,0.004,0.003333
hex,#4B92D8,1,0.000326,1,0.004,0.005
hex,#4B9CC9,1,0.000326,1,0.004,0.003333
hex,#4B9E99,1,0.000326,1,0.004,0.003333
hex,#4BA4E5,1,0.000326,1,0.004,0.003333
hex,#4BAE7B,1,0.000326,1,0.004,0.005
hex,#4BAF4F,1,0.000326,1,0.004,0.003333
hex,#4BC9D4,1,0.000326,1,0.004,0.005
hex,#4C1D95,1,0.000326,1,0.004,0.003333
hex,#4C4CD9,1,0.000326,1,0.004,0.003333
hex,#4C636D,1,0.000326,1,0.004,0.005
hex,#4C72DF,1,0.000326,1,0.004,0.003333
hex,#4C7AA6,1,0.000326,1,0.004,0.003333
hex,#4C7EA7,1,0.000326,1,0.004,0.003333
hex,#4C84B7,1,0.000326,1,0.004,0.003333
hex,#4C84D9,1,0.000326,1,0.004,0.005
hex,#4C8982,1,0.000326,1,0.004,0.005
hex,#4C8BF5,1,0.000326,1,0.004,0.003333
hex,#4C8FB3,1,0.000326,1,0.004,0.005
hex,#4C91D7,1,0.000326,1,0.004,0.003333
hex,#4C91D8,1,0.000326,1,0.004,0.003333
hex,#4C956C,1,0.000326,1,0.004,0.003333
hex,#4C9CC9,1,0.000326,1,0.004,0.005
hex,#4C9F43,1,0.000326,1,0.004,0.005
hex,#4C9F70,1,0.000326,1,0.004,0.003333
hex,#4CC5E7,1,0.000326,1,0.004,0.003333
hex,#4CC7E8,1,0.000326,1,0.004,0.003333
hex,#4CCB61,1,0.000326,1,0.004,0.003333
hex,#4D4B49,1,0.000326,1,0.004,0.005
hex,#4D5A9D,1,0.000326,1,0.004,0.005
hex,#4D71BE,1,0.000326,1,0.004,0.005
hex,#4D7A50,1,0.000326,1,0.004,0.003333
hex,#4D8175,1,0.000326,1,0.004,0.005
hex,#4D82D9,1,0.000326,1,0.004,0.003333
hex,#4D86C4,1,0.000326,1,0.004,0.003333
hex,#4D8FCE,1,0.000326,1,0.004,0.003333
hex,#4D92C7,1,0.000326,1,0.004,0.005
hex,#4DBB77,1,0.000326,1,0.004,0.003333
hex,#4DBBCB,1,0.000326,1,0.004,0.005
hex,#4DC7ED,1,0.000326,1,0.004,0.003333
hex,#4E579E,1,0.000326,1,0.004,0.005
hex,#4E6C80,1,0.000326,1,0.004,0.003333
hex,#4E86B5,1,0.000326,1,0.004,0.003333
hex,#4E8A3A,1,0.000326,1,0.004,0.003333
hex,#4E95D9,1,0.000326,1,0.004,0.003333
hex,#4E9E85,1,0.000326,1,0.004,0.003333
hex,#4E9F3D,1,0.000326,1,0.004,0.003333
hex,#4EA468,1,0.000326,1,0.004,0.003333
hex,#4EA6D5,1,0.000326,1,0.004,0.005
hex,#4EA8DE,1,0.000326,1,0.004,0.003333
hex,#4ECDC4,1,0.000326,1,0.004,0.003333
hex,#4F506D,1,0.000326,1,0.004,0.005
hex,#4F88E8,1,0.000326,1,0.004,0.003333
hex,#4F8BC9,1,0.000326,1,0.004,0.005
hex,#4F8E0A,1,0.000326,1,0.004,0.003333
hex,#4F91B5,1,0.000326,1,0.004,0.003333
hex,#4F9DB8,1,0.000326,1,0.004,0.003333
hex,#4FB67C,1,0.000326,1,0.004,0.005
hex,#4FB7A9,1,0.000326,1,0.004,0.003333
hex,#4FC3C1,1,0.000326,1,0.004,0.005
hex,#4FD17F,1,0.000326,1,0.004,0.003333
hex,#50382D,1,0.000326,1,0.004,0.005
hex,#5098D8,1,0.000326,1,0.004,0.003333
hex,#50A830,1,0.000326,1,0.004,0.003333
hex,#50AB7D,1,0.000326,1,0.004,0.003333
hex,#51127C,1,0.000326,1,0.004,0.003333
hex,#51342F,1,0.000326,1,0.004,0.003333
hex,#518434,1,0.000326,1,0.004,0.003333
hex,#5186AA,1,0.000326,1,0.004,0.005
hex,#518AB2,1,0.000326,1,0.004,0.005
hex,#525D68,1,0.000326,1,0.004,0.005
hex,#52B7C9,1,0.000326,1,0.004,0.005
hex,#53215B,1,0.000326,1,0.004,0.003333
hex,#533196,1,0.000326,1,0.004,0.005
hex,#53727E,1,0.000326,1,0.004,0.003333
hex,#5384ED,1,0.000326,1,0.004,0.003333
hex,#539A5A,1,0.000326,1,0.004,0.003333
hex,#53B3CB,1,0.000326,1,0.004,0.003333
hex,#54278F,1,0.000326,1,0.004,0.003333
hex,#546AF5,1,0.000326,1,0.004,0.003333
hex,#547AB8,1,0.000326,1,0.004,0.005
hex,#548B59,1,0.000326,1,0.004,0.003333
hex,#549183,1,0.000326,1,0.004,0.003333
hex,#54A231,1,0.000326,1,0.004,0.003333
hex,#55258E,1,0.000326,1,0.004,0.003333
hex,#554D40,1,0.000326,1,0.004,0.005
hex,#556683,1,0.000326,1,0.004,0.003333
hex,#557FAE,1,0.000326,1,0.004,0.003333
hex,#558B3F,1,0.000326,1,0.004,0.003333
hex,#5596D0,1,0.000326,1,0.004,0.005
hex,#55A2A4,1,0.000326,1,0.004,0.003333
hex,#55A89C,1,0.000326,1,0.004,0.005
hex,#55AFC4,1,0.000326,1,0.004,0.005
hex,#55B455,1,0.000326,1,0.004,0.003333
hex,#55B78A,1,0.000326,1,0.004,0.005
hex,#55B95A,1,0.000326,1,0.004,0.003333
hex,#55C7EA,1,0.000326,1,0.004,0.003333
hex,#564D36,1,0.000326,1,0.004,0.003333
hex,#566598,1,0.000326,1,0.004,0.003333
hex,#5680B2,1,0.000326,1,0.004,0.005
hex,#56874A,1,0.000326,1,0.004,0.003333
hex,#56A65C,1,0.000326,1,0.004,0.005
hex,#56A7A7,1,0.000326,1,0.004,0.005
hex,#56B356,1,0.000326,1,0.004,0.005
hex,#57208C,1,0.000326,1,0.004,0.003333
hex,#574D37,1,0.000326,1,0.004,0.005
hex,#5792C8,1,0.000326,1,0.004,0.003333
hex,#5799D2,1,0.000326,1,0.004,0.003333
hex,#57AF7A,1,0.000326,1,0.004,0.003333
hex,#57B986,1,0.000326,1,0.004,0.003333
hex,#58A65D,1,0.000326,1,0.004,0.003333
hex,#58A95D,1,0.000326,1,0.004,0.005
hex,#58B9D2,1,0.000326,1,0.004,0.005
hex,#58C7E8,1,0.000326,1,0.004,0.003333
hex,#58C9D7,1,0.000326,1,0.004,0.005
hex,#58D98D,1,0.000326,1,0.004,0.003333
hex,#5996BB,1,0.000326,1,0.004,0.003333
hex,#5999C4,1,0.000326,1,0.004,0.003333
hex,#59A79C,1,0.000326,1,0.004,0.003333
hex,#59A7D9,1,0.000326,1,0.004,0.005
hex,#59AC59,1,0.000326,1,0.004,0.003333
hex,#59B56C,1,0.000326,1,0.004,0.003333
hex,#59B5AC,1,0.000326,1,0.004,0.003333
hex,#59BFAE,1,0.000326,1,0.004,0.003333
hex,#5A6064,1,0.000326,1,0.004,0.005
hex,#5A6B3B,1,0.000326,1,0.004,0.003333
hex,#5A6D7D,1,0.000326,1,0.004,0.005
hex,#5A7584,1,0.000326,1,0.004,0.003333
hex,#5A7FB6,1,0.000326,1,0.004,0.005
hex,#5A8AF3,1,0.000326,1,0.004,0.003333
hex,#5A8DB8,1,0.000326,1,0.004,0.003333
hex,#5A8EF0,1,0.000326,1,0.004,0.003333
hex,#5A8F00,1,0.000326,1,0.004,0.005
hex,#5A93CA,1,0.000326,1,0.004,0.005
hex,#5A9838,1,0.000326,1,0.004,0.003333
hex,#5A9F45,1,0.000326,1,0.004,0.003333
hex,#5A9FC7,1,0.000326,1,0.004,0.003333
hex,#5AA6C8,1,0.000326,1,0.004,0.003333
hex,#5AA9E6,1,0.000326,1,0.004,0.005
hex,#5B2A86,1,0.000326,1,0.004,0.003333
hex,#5B4636,1,0.000326,1,0.004,0.003333
hex,#5B6470,1,0.000326,1,0.004,0.005
hex,#5B6C65,1,0.000326,1,0.004,0.003333
hex,#5B7FD1,1,0.000326,1,0.004,0.003333
hex,#5B83BA,1,0.000326,1,0.004,0.003333
hex,#5B86C5,1,0.000326,1,0.004,0.005
hex,#5B8CCB,1,0.000326,1,0.004,0.005
hex,#5B8FB9,1,0.000326,1,0.004,0.005
hex,#5B8FCB,1,0.000326,1,0.004,0.003333
hex,#5B91D0,1,0.000326,1,0.004,0.005
hex,#5B93C5,1,0.000326,1,0.004,0.005
hex,#5B9EC4,1,0.000326,1,0.004,0.005
hex,#5B9F3A,1,0.000326,1,0.004,0.005
hex,#5BAC9E,1,0.000326,1,0.004,0.003333
hex,#5BB65B,1,0.000326,1,0.004,0.003333
hex,#5BC8BC,1,0.000326,1,0.004,0.003333
hex,#5BE36A,1,0.000326,1,0.004,0.003333
hex,#5C4B8A,1,0.000326,1,0.004,0.005
hex,#5C5BC0,1,0.000326,1,0.004,0.003333
hex,#5C85C5,1,0.000326,1,0.004,0.005
hex,#5C88A8,1,0.000326,1,0.004,0.005
hex,#5C8D3A,1,0.000326,1,0.004,0.005
hex,#5D4634,1,0.000326,1,0.004,0.003333
hex,#5D83BD,1,0.000326,1,0.004,0.003333
hex,#5D9DDB,1,0.000326,1,0.004,0.003333
hex,#5DBE7A,1,0.000326,1,0.004,0.005
hex,#5DDA74,1,0.000326,1,0.004,0.003333
hex,#5E1612,1,0.000326,1,0.004,0.005
hex,#5E1B7E,1,0.000326,1,0.004,0.003333
hex,#5E2A91,1,0.000326,1,0.004,0.003333
hex,#5E35B1,1,0.000326,1,0.004,0.003333
hex,#5E42D0,1,0.000326,1,0.004,0.003333
hex,#5E5D3C,1,0.000326,1,0.004,0.003333
hex,#5E7869,1,0.000326,1,0.004,0.003333
hex,#5E86B4,1,0.000326,1,0.004,0.005
hex,#5EA4CC,1,0.000326,1,0.004,0.003333
hex,#5EAE73,1,0.000326,1,0.004,0.003333
hex,#5EC4D5,1,0.000326,1,0.004,0.005
hex,#5F3600,1,0.000326,1,0.004,0.003333
hex,#5F3E9B,1,0.000326,1,0.004,0.003333
hex,#5F4C71,1,0.000326,1,0.004,0.003333
hex,#5F4FD6,1,0.000326,1,0.004,0.003333
hex,#5F5F5F,1,0.000326,1,0.004,0.003333
hex,#5F6665,1,0.000326,1,0.004,0.005
hex,#5F6D50,1,0.000326,1,0.004,0.005
hex,#5F8FE5,1,0.000326,1,0.004,0.005
hex,#5F9BC5,1,0.000326,1,0.004,0.003333
hex,#5F9CF8,1,0.000326,1,0.004,0.005
hex,#5F9F3D,1,0.000326,1,0.004,0.005
hex,#5FA5D8,1,0.000326,1,0.004,0.005
hex,#5FA69D,1,0.000326,1,0.004,0.003333
hex,#6001A6,1,0.000326,1,0.004,0.005
hex,#602527,1,0.000326,1,0.004,0.003333
hex,#604A7B,1,0.000326,1,0.004,0.003333
hex,#606060,1,0.000326,1,0.004,0.005
hex,#6060FF,1,0.000326,1,0.004,0.005
hex,#607D8B,1,0.000326,1,0.004,0.003333
hex,#6088EA,1,0.000326,1,0.004,0.003333
hex,#60B38F,1,0.000326,1,0.004,0.003333
hex,#60B9E8,1,0.000326,1,0.004,0.003333
hex,#6161FF,1,0.000326,1,0.004,0.005
hex,#61A94F,1,0.000326,1,0.004,0.005
hex,#61B87A,1,0.000326,1,0.004,0.005
hex,#61CAD3,1,0.000326,1,0.004,0.005
hex,#61DDAA,1,0.000326,1,0.004,0.005
hex,#6200EE,1,0.000326,1,0.004,0.003333
hex,#629FCA,1,0.000326,1,0.004,0.005
hex,#62A87E,1,0.000326,1,0.004,0.003333
hex,#62A94B,1,0.000326,1,0.004,0.005
hex,#62A9A6,1,0.000326,1,0.004,0.003333
hex,#62ADF8,1,0.000326,1,0.004,0.003333
hex,#62B79D,1,0.000326,1,0.004,0.003333
hex,#62C3D2,1,0.000326,1,0.004,0.003333
hex,#632570,1,0.000326,1,0.004,0.003333
hex,#634FA2,1,0.000326,1,0.004,0.003333
hex,#6366E8,1,0.000326,1,0.004,0.003333
hex,#6387BB,1,0.000326,1,0.004,0.003333
hex,#638DB3,1,0.000326,1,0.004,0.003333
hex,#638E95,1,0.000326,1,0.004,0.005
hex,#63A5B5,1,0.000326,1,0.004,0.003333
hex,#63A6C8,1,0.000326,1,0.004,0.005
hex,#63A86B,1,0.000326,1,0.004,0.003333
hex,#63B357,1,0.000326,1,0.004,0.003333
hex,#63B692,1,0.000326,1,0.004,0.003333
hex,#63BE3C,1,0.000326,1,0.004,0.003333
hex,#63BE6C,1,0.000326,1,0.004,0.003333
hex,#63C174,1,0.000326,1,0.004,0.003333
hex,#63C1AB,1,0.000326,1,0.004,0.005
hex,#63C9D7,1,0.000326,1,0.004,0.005
hex,#64756C,1,0.000326,1,0.004,0.003333
hex,#64A681,1,0.000326,1,0.004,0.005
hex,#64AAFA,1,0.000326,1,0.004,0.005
hex,#64B96B,1,0.000326,1,0.004,0.003333
hex,#65789B,1,0.000326,1,0.004,0.005
hex,#657B9B,1,0.000326,1,0.004,0.003333
hex,#65AE3A,1,0.000326,1,0.004,0.003333
hex,#65AE93,1,0.000326,1,0.004,0.003333
hex,#65B282,1,0.000326,1,0.004,0.003333
hex,#65BE6B,1,0.000326,1,0.004,0.003333
hex,#65BFA2,1,0.000326,1,0.004,0.003333
hex,#665191,1,0.000326,1,0.004,0.005
hex,#66756E,1,0.000326,1,0.004,0.005
hex,#66B57A,1,0.000326,1,0.004,0.003333
hex,#66BD63,1,0.000326,1,0.004,0.005
hex,#66C4C4,1,0.000326,1,0.004,0.005
hex,#66CBD2,1,0.000326,1,0.004,0.005
hex,#67533E,1,0.000326,1,0.004,0.005
hex,#675A74,1,0.000326,1,0.004,0.003333
hex,#676767,1,0.000326,1,0.004,0.003333
hex,#679DC9,1,0.000326,1,0.004,0.003333
hex,#67B7D4,1,0.000326,1,0.004,0.003333
hex,#67C46A,1,0.000326,1,0.004,0.003333
hex,#67C9B2,1,0.000326,1,0.004,0.005
hex,#683F3F,1,0.000326,1,0.004,0.005
hex,#68753B,1,0.000326,1,0.004,0.003333
hex,#688AEB,1,0.000326,1,0.004,0.003333
hex,#68B98D,1,0.000326,1,0.004,0.003333
hex,#69783D,1,0.000326,1,0.004,0.003333
hex,#69B35A,1,0.000326,1,0.004,0.005
hex,#69B6E2,1,0.000326,1,0.004,0.003333
hex,#69B7FF,1,0.000326,1,0.004,0.003333
hex,#69BE62,1,0.000326,1,0.004,0.003333
hex,#69D1C3,1,0.000326,1,0.004,0.005
hex,#6A49C4,1,0.000326,1,0.004,0.003333
hex,#6A6FD5,1,0.000326,1,0.004,0.005
hex,#6A816F,1,0.000326,1,0.004,0.003333
hex,#6A994E,1,0.000326,1,0.004,0.005
hex,#6AAE47,1,0.000326,1,0.004,0.003333
hex,#6B1D3C,1,0.000326,1,0.004,0.005
hex,#6B2B8E,1,0.000326,1,0.004,0.003333
hex,#6B4F2A,1,0.000326,1,0.004,0.005
hex,#6B4F3A,1,0.000326,1,0.004,0.003333
hex,#6B5141,1,0.000326,1,0.004,0.003333
hex,#6B5D55,1,0.000326,1,0.004,0.005
hex,#6B7280,1,0.000326,1,0.004,0.003333
hex,#6B7F8A,1,0.000326,1,0.004,0.003333
hex,#6B8ECA,1,0.000326,1,0.004,0.003333
hex,#6B8FB3,1,0.000326,1,0.004,0.003333
hex,#6B9951,1,0.000326,1,0.004,0.003333
hex,#6B9D59,1,0.000326,1,0.004,0.003333
hex,#6B9FD0,1,0.000326,1,0.004,0.003333
hex,#6BA36E,1,0.000326,1,0.004,0.005
hex,#6BA4F8,1,0.000326,1,0.004,0.003333
hex,#6BA501,1,0.000326,1,0.004,0.005
hex,#6BBD72,1,0.000326,1,0.004,0.005
hex,#6BC5B3,1,0.000326,1,0.004,0.003333
hex,#6C757D,1,0.000326,1,0.004,0.005
hex,#6C8D66,1,0.000326,1,0.004,0.005
hex,#6C8FAD,1,0.000326,1,0.004,0.005
hex,#6C8FD1,1,0.000326,1,0.004,0.003333
hex,#6C8FF0,1,0.000326,1,0.004,0.003333
hex,#6C91BE,1,0.000326,1,0.004,0.005
hex,#6C95C8,1,0.000326,1,0.004,0.003333
hex,#6C9BC1,1,0.000326,1,0.004,0.005
hex,#6CA1D2,1,0.000326,1,0.004,0.005
hex,#6CA9D0,1,0.000326,1,0.004,0.003333
hex,#6CAED5,1,0.000326,1,0.004,0.003333
hex,#6CC7A6,1,0.000326,1,0.004,0.005
hex,#6CCB77,1,0.000326,1,0.004,0.003333
hex,#6D3FD1,1,0.000326,1,0.004,0.005
hex,#6D47E8,1,0.000326,1,0.004,0.003333
hex,#6D5052,1,0.000326,1,0.004,0.005
hex,#6D5A97,1,0.000326,1,0.004,0.003333
hex,#6D87A1,1,0.000326,1,0.004,0.005
hex,#6D91A7,1,0.000326,1,0.004,0.003333
hex,#6D98F4,1,0.000326,1,0.004,0.003333
hex,#6DB79E,1,0.000326,1,0.004,0.003333
hex,#6DB9D7,1,0.000326,1,0.004,0.005
hex,#6DBE6B,1,0.000326,1,0.004,0.003333
hex,#6DBE77,1,0.000326,1,0.004,0.003333
hex,#6DC6C8,1,0.000326,1,0.004,0.003333
hex,#6E4E3D,1,0.000326,1,0.004,0.003333
hex,#6E6FD2,1,0.000326,1,0.004,0.003333
hex,#6E7176,1,0.000326,1,0.004,0.003333
hex,#6E8295,1,0.000326,1,0.004,0.003333
hex,#6E875F,1,0.000326,1,0.004,0.005
hex,#6E9071,1,0.000326,1,0.004,0.005
hex,#6E9BD8,1,0.000326,1,0.004,0.005
hex,#6E9F6A,1,0.000326,1,0.004,0.003333
hex,#6E9FC8,1,0.000326,1,0.004,0.005
hex,#6E9FD1,1,0.000326,1,0.004,0.005
hex,#6EA8C4,1,0.000326,1,0.004,0.003333
hex,#6EAD4B,1,0.000326,1,0.004,0.005
hex,#6EAEDB,1,0.000326,1,0.004,0.005
hex,#6EC4B2,1,0.000326,1,0.004,0.003333
hex,#6EC7D4,1,0.000326,1,0.004,0.003333
hex,#6F2DBD,1,0.000326,1,0.004,0.003333
hex,#6F4AA8,1,0.000326,1,0.004,0.003333
hex,#6F6547,1,0.000326,1,0.004,0.005
hex,#6F6F6F,1,0.000326,1,0.004,0.003333
hex,#6F787E,1,0.000326,1,0.004,0.005
hex,#6F8390,1,0.000326,1,0.004,0.005
hex,#6F8C4A,1,0.000326,1,0.004,0.005
hex,#6F8F6A,1,0.000326,1,0.004,0.005
hex,#6F94C6,1,0.000326,1,0.004,0.005
hex,#6F97D3,1,0.000326,1,0.004,0.003333
hex,#6F9DC6,1,0.000326,1,0.004,0.003333
hex,#6F9E5C,1,0.000326,1,0.004,0.005
hex,#6FA3D8,1,0.000326,1,0.004,0.003333
hex,#6FA6C9,1,0.000326,1,0.004,0.005
hex,#6FAE6A,1,0.000326,1,0.004,0.003333
hex,#6FAE71,1,0.000326,1,0.004,0.003333
hex,#6FAED6,1,0.000326,1,0.004,0.005
hex,#6FAFE0,1,0.000326,1,0.004,0.003333
hex,#6FB584,1,0.000326,1,0.004,0.003333
hex,#6FB5D6,1,0.000326,1,0.004,0.003333
hex,#6FB9A6,1,0.000326,1,0.004,0.005
hex,#6FBE00,1,0.000326,1,0.004,0.003333
hex,#6FC26B,1,0.000326,1,0.004,0.005
hex,#6FCBCE,1,0.000326,1,0.004,0.005
hex,#7095B6,1,0.000326,1,0.004,0.003333
hex,#7096C7,1,0.000326,1,0.004,0.005
hex,#7098D0,1,0.000326,1,0.004,0.003333
hex,#709A70,1,0.000326,1,0.004,0.005
hex,#70A524,1,0.000326,1,0.004,0.005
hex,#70AB95,1,0.000326,1,0.004,0.003333
hex,#70AC54,1,0.000326,1,0.004,0.003333
hex,#70AD90,1,0.000326,1,0.004,0.003333
hex,#70B0F0,1,0.000326,1,0.004,0.003333
hex,#70C6C8,1,0.000326,1,0.004,0.005
hex,#716763,1,0.000326,1,0.004,0.005
hex,#718095,1,0.000326,1,0.004,0.003333
hex,#718096,1,0.000326,1,0.004,0.005
hex,#71B470,1,0.000326,1,0.004,0.003333
hex,#71D29F,1,0.000326,1,0.004,0.003333
hex,#727DB2,1,0.000326,1,0.004,0.005
hex,#72A86C,1,0.000326,1,0.004,0.005
hex,#72A875,1,0.000326,1,0.004,0.003333
hex,#72B0DE,1,0.000326,1,0.004,0.003333
hex,#72B77A,1,0.000326,1,0.004,0.005
hex,#72B7A1,1,0.000326,1,0.004,0.003333
hex,#72B947,1,0.000326,1,0.004,0.005
hex,#72D98A,1,0.000326,1,0.004,0.003333
hex,#73834A,1,0.000326,1,0.004,0.003333
hex,#7387A9,1,0.000326,1,0.004,0.005
hex,#7389A5,1,0.000326,1,0.004,0.005
hex,#738F72,1,0.000326,1,0.004,0.005
hex,#7391A8,1,0.000326,1,0.004,0.005
hex,#73ADD0,1,0.000326,1,0.004,0.005
hex,#73B076,1,0.000326,1,0.004,0.003333
hex,#73BF69,1,0.000326,1,0.004,0.005
hex,#73D98B,1,0.000326,1,0.004,0.003333
hex,#74282A,1,0.000326,1,0.004,0.005
hex,#74667C,1,0.000326,1,0.004,0.003333
hex,#7475FF,1,0.000326,1,0.004,0.005
hex,#74A647,1,0.000326,1,0.004,0.003333
hex,#74A9CF,1,0.000326,1,0.004,0.003333
hex,#74A9D0,1,0.000326,1,0.004,0.005
hex,#74ACD2,1,0.000326,1,0.004,0.003333
hex,#74B4A5,1,0.000326,1,0.004,0.003333
hex,#74B6A3,1,0.000326,1,0.004,0.003333
hex,#74BF00,1,0.000326,1,0.004,0.003333
hex,#74C69D,1,0.000326,1,0.004,0.003333
hex,#74C7B8,1,0.000326,1,0.004,0.003333
hex,#7500AF,1,0.000326,1,0.004,0.005
hex,#756556,1,0.000326,1,0.004,0.003333
hex,#757575,1,0.000326,1,0.004,0.003333
hex,#758174,1,0.000326,1,0.004,0.003333
hex,#758DA8,1,0.000326,1,0.004,0.003333
hex,#75BC42,1,0.000326,1,0.004,0.005
hex,#75C4B4,1,0.000326,1,0.004,0.005
hex,#75CAB2,1,0.000326,1,0.004,0.005
hex,#762A8A,1,0.000326,1,0.004,0.003333
hex,#7650A4,1,0.000326,1,0.004,0.003333
hex,#7665A7,1,0.000326,1,0.004,0.005
hex,#76689E,1,0.000326,1,0.004,0.005
hex,#76768D,1,0.000326,1,0.004,0.003333
hex,#76A5AF,1,0.000326,1,0.004,0.005
hex,#76A978,1,0.000326,1,0.004,0.003333
hex,#76A9E8,1,0.000326,1,0.004,0.005
hex,#76ABBD,1,0.000326,1,0.004,0.003333
hex,#76ABCF,1,0.000326,1,0.004,0.003333
hex,#76B5D3,1,0.000326,1,0.004,0.005
hex,#76B947,1,0.000326,1,0.004,0.003333
hex,#76C5A5,1,0.000326,1,0.004,0.003333
hex,#76C7FF,1,0.000326,1,0.004,0.005
hex,#7701A8,1,0.000326,1,0.004,0.005
hex,#7772B7,1,0.000326,1,0.004,0.003333
hex,#778495,1,0.000326,1,0.004,0.003333
hex,#778658,1,0.000326,1,0.004,0.003333
hex,#7786F0,1,0.000326,1,0.004,0.003333
hex,#778B6E,1,0.000326,1,0.004,0.005
hex,#77A6E2,1,0.000326,1,0.004,0.003333
hex,#77A84B,1,0.000326,1,0.004,0.003333
hex,#77B6E1,1,0.000326,1,0.004,0.005
hex,#77B8B5,1,0.000326,1,0.004,0.003333
hex,#77B9EF,1,0.000326,1,0.004,0.005
hex,#77BEF0,1,0.000326,1,0.004,0.003333
hex,#77C2BC,1,0.000326,1,0.004,0.003333
hex,#77C4F2,1,0.000326,1,0.004,0.003333
hex,#78909C,1,0.000326,1,0.004,0.005
hex,#7893A8,1,0.000326,1,0.004,0.005
hex,#7897A8,1,0.000326,1,0.004,0.003333
hex,#78A7D9,1,0.000326,1,0.004,0.005
hex,#78B239,1,0.000326,1,0.004,0.003333
hex,#78B7E8,1,0.000326,1,0.004,0.005
hex,#78B85A,1,0.000326,1,0.004,0.003333
hex,#78B8D8,1,0.000326,1,0.004,0.005
hex,#78BE20,1,0.000326,1,0.004,0.003333
hex,#78C679,1,0.000326,1,0.004,0.005
hex,#790D75,1,0.000326,1,0.004,0.003333
hex,#79706E,1,0.000326,1,0.004,0.005
hex,#7971C0,1,0.000326,1,0.004,0.003333
hex,#79B0D1,1,0.000326,1,0.004,0.005
hex,#79B86D,1,0.000326,1,0.004,0.003333
hex,#79BCEB,1,0.000326,1,0.004,0.003333
hex,#79BFA4,1,0.000326,1,0.004,0.003333
hex,#79C3AC,1,0.000326,1,0.004,0.005
hex,#79C76B,1,0.000326,1,0.004,0.005
hex,#7A0177,1,0.000326,1,0.004,0.003333
hex,#7A2CBF,1,0.000326,1,0.004,0.005
hex,#7A3EB1,1,0.000326,1,0.004,0.003333
hex,#7A3FA2,1,0.000326,1,0.004,0.003333
hex,#7A5F39,1,0.000326,1,0.004,0.003333
hex,#7A69D8,1,0.000326,1,0.004,0.005
hex,#7A7FD6,1,0.000326,1,0.004,0.003333
hex,#7A8896,1,0.000326,1,0.004,0.003333
hex,#7A8F94,1,0.000326,1,0.004,0.003333
hex,#7AAAD0,1,0.000326,1,0.004,0.003333
hex,#7AAAD1,1,0.000326,1,0.004,0.005
hex,#7AADD4,1,0.000326,1,0.004,0.005
hex,#7B3294,1,0.000326,1,0.004,0.003333
hex,#7B3E1F,1,0.000326,1,0.004,0.005
hex,#7B3F9E,1,0.000326,1,0.004,0.003333
hex,#7B4AB3,1,0.000326,1,0.004,0.003333
hex,#7B4FA0,1,0.000326,1,0.004,0.003333
hex,#7B5451,1,0.000326,1,0.004,0.005
hex,#7B55A6,1,0.000326,1,0.004,0.003333
hex,#7B5BB5,1,0.000326,1,0.004,0.003333
hex,#7B61A8,1,0.000326,1,0.004,0.003333
hex,#7B6E64,1,0.000326,1,0.004,0.005
hex,#7B6FD0,1,0.000326,1,0.004,0.003333
hex,#7B70C4,1,0.000326,1,0.004,0.003333
hex,#7B77A7,1,0.000326,1,0.004,0.003333
hex,#7B7B7B,1,0.000326,1,0.004,0.005
hex,#7B7C8A,1,0.000326,1,0.004,0.005
hex,#7BA8C9,1,0.000326,1,0.004,0.005
hex,#7BAFD4,1,0.000326,1,0.004,0.005
hex,#7BCB6B,1,0.000326,1,0.004,0.005
hex,#7BCB7B,1,0.000326,1,0.004,0.003333
hex,#7BDFF2,1,0.000326,1,0.004,0.003333
hex,#7C4DFF,1,0.000326,1,0.004,0.005
hex,#7C83FD,1,0.000326,1,0.004,0.003333
hex,#7C8792,1,0.000326,1,0.004,0.005
hex,#7CAE00,1,0.000326,1,0.004,0.003333
hex,#7CAE5D,1,0.000326,1,0.004,0.005
hex,#7CB9B4,1,0.000326,1,0.004,0.005
hex,#7CD992,1,0.000326,1,0.004,0.005
hex,#7D3E33,1,0.000326,1,0.004,0.003333
